house,state,mp_name,constituency,vendor_name,payment_status,work_title,work_id,expenditure_date,disbursed_amount,log_amount,mean,std,state_log_deviation,vendor_count,vendor_mean,vendor_count_log,vendor_mean_ratio,anomaly_prediction,anomaly_score,is_anomaly
Lok Sabha,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),LOVELY AUTOS,Payment Success,"Purchase of ambulances (Four, three and two wheelers)",WS/MP18155/2025-2026/235089,2025-11-17,637052.0,5.804175565223941,4.699928377134102,0.5546092002274752,1.991036549045577,4.0,164357.0,1.6094379124341003,3.8760259678626405,-1,-0.0086373544020516,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,CDO Zilla Parishad DMF,Payment Success,Construction of public libraries and reading rooms,WS/MP300/2025-2026/190826,2026-07-18,66.0,1.8260748027008264,4.463319681510083,1.1908092186143866,-2.2146661594356214,32.0,388.8125,3.4965075614664802,0.16974762899855328,-1,-0.008585489259055668,True
Lok Sabha,Odisha,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),EMF,Payment Success,Construction of community centers and community halls,WS/MP18142/2025-2026/185338,2026-03-11,86.0,1.9395192526186185,4.463319681510083,1.1908092186143866,-2.119399471754286,158.0,190.0126582278481,5.0689042022202315,0.4526014256212111,-1,-0.008563097297898614,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/173495,2026-03-09,85.0,1.9344984512435677,4.463319681510083,1.1908092186143866,-2.1236157654280055,158.0,190.0126582278481,5.0689042022202315,0.44733861834654587,-1,-0.008563097297898614,True
Lok Sabha,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,MS RAJ KAMAL CONSTRUCTIONS,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18217/2024-2025/136856,2024-11-09,2960802.0,6.471409512131228,5.2394868954404945,0.5548947427641531,2.220101438615246,75.0,1265558.32,4.330733340286331,2.339522369858072,-1,-0.008468067556742231,True
Lok Sabha,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,Payment Success,Installation of fixed garden gym equipment,WS/MP18101/2025-2026/229915,2026-05-20,911540.0,5.959776207465273,5.188665529226982,0.4692888662406491,1.643147182279133,99.0,215792.202020202,4.605170185988092,4.224156347941913,-1,-0.008434151815904012,True
Lok Sabha,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,Payment Success,Installation of fixed garden gym equipment,WS/MP18101/2025-2026/229914,2026-05-20,911540.0,5.959776207465273,5.188665529226982,0.4692888662406491,1.643147182279133,99.0,215792.202020202,4.605170185988092,4.224156347941913,-1,-0.008434151815904012,True
Lok Sabha,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,Payment Success,Installation of fixed garden gym equipment,WS/MP18101/2025-2026/229916,2026-05-20,911540.0,5.959776207465273,5.188665529226982,0.4692888662406491,1.643147182279133,99.0,215792.202020202,4.605170185988092,4.224156347941913,-1,-0.008434151815904012,True
Lok Sabha,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,Payment Success,Installation of fixed garden gym equipment,WS/MP18101/2025-2026/229917,2026-05-20,911540.0,5.959776207465273,5.188665529226982,0.4692888662406491,1.643147182279133,99.0,215792.202020202,4.605170185988092,4.224156347941913,-1,-0.008434151815904012,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/174011,2025-12-10,92.0,1.968482948553935,4.463319681510083,1.1908092186143866,-2.0950767712892877,158.0,190.0126582278481,5.0689042022202315,0.48417826926920254,-1,-0.008337479297020667,True
Lok Sabha,Odisha,Shri Bhartruhari Mahtab,CUTTACK,EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP372/2025-2026/185710,2025-09-23,92.0,1.968482948553935,4.463319681510083,1.1908092186143866,-2.0950767712892877,158.0,190.0126582278481,5.0689042022202315,0.48417826926920254,-1,-0.008337479297020667,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/172625,2026-05-30,91.0,1.9637878273455553,4.463319681510083,1.1908092186143866,-2.099019570131442,158.0,190.0126582278481,5.0689042022202315,0.47891546199453733,-1,-0.008337479297020667,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/173491,2026-01-01,92.0,1.968482948553935,4.463319681510083,1.1908092186143866,-2.0950767712892877,158.0,190.0126582278481,5.0689042022202315,0.48417826926920254,-1,-0.008337479297020667,True
Rajya Sabha,Sikkim,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),,BANWARILALL OMKARMULL,Payment Success,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18282/2025-2026/191305,2025-08-06,2288604.0,6.359570842424017,5.616676176043141,0.47087436241887004,1.5776918976107444,30.0,719726.6666666666,3.4339872044851463,3.1798238220065027,-1,-0.008263546249608011,True
Rajya Sabha,West Bengal,Ms. Dola Sen (2023-29) (2023-2029),,WEST BENGAL MEDICAL SERVICES CORPORATION LIMITED,Payment Success,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",WS/MP218/2024-2025/171165,2026-06-19,8139.0,3.910624404889201,5.595904606090499,0.4383067199146974,-3.8449791541623735,41.0,93199.19512195123,3.7376696182833684,0.08732908035686479,-1,-0.008231940827519324,True
Rajya Sabha,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,Junior Engineer Zila Parishad Prashant Kumar,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18349/2025-2026/241279,2025-12-31,1087500.0,6.036429664977739,5.373590915581567,0.2986561582339397,2.2194042584481544,308.0,401692.1266233766,5.733341276897746,2.7072972755067997,-1,-0.008227571004854606,True
Rajya Sabha,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,Junior Engineer Zila Parishad Prashant Kumar,Payment Success,Construction of rooms and halls in school and colleges,WS/MP18349/2026-2027/279955,2026-07-07,1087500.0,6.036429664977739,5.373590915581567,0.2986561582339397,2.2194042584481544,308.0,401692.1266233766,5.733341276897746,2.7072972755067997,-1,-0.008227571004854606,True
Rajya Sabha,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,Junior Engineer Zila Parishad Prashant Kumar,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18349/2025-2026/204718,2025-06-12,1087500.0,6.036429664977739,5.373590915581567,0.2986561582339397,2.2194042584481544,308.0,401692.1266233766,5.733341276897746,2.7072972755067997,-1,-0.008227571004854606,True
Rajya Sabha,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,Junior Engineer Zila Parishad Prashant Kumar,Payment Success,Construction of rooms and halls in school and colleges,WS/MP18349/2026-2027/241270,2026-08-05,1087500.0,6.036429664977739,5.373590915581567,0.2986561582339397,2.2194042584481544,308.0,401692.1266233766,5.733341276897746,2.7072972755067997,-1,-0.008227571004854606,True
Lok Sabha,Assam,RANJIT DUTTA,Sonitpur,R ENTERPRISE,Payment Success,"Providing sports equipment, except consumable items",WS/MP18029/2025-2026/229695,2026-01-07,1250000.0,6.096910360443503,5.2644782788065365,0.4600527957855902,1.8094272858737832,47.0,354366.2008510638,3.871201010907891,3.527424446795255,-1,-0.008188782773648096,True
Lok Sabha,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,JAI CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18208/2025-2026/232651,2026-01-06,2242236.0,6.350681514749761,5.2394868954404945,0.5548947427641531,2.0025322528268346,156.0,846926.5128205129,5.056245805348308,2.647497706185509,-1,-0.008129845829544347,True
Rajya Sabha,Uttar Pradesh,Shri Naveen Jain (2024-30) (2024-2030),,DHIGARRA ASSOCIATES,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18347/2026-2027/272760,2026-06-22,1673019.0,6.223501132736286,5.2394868954404945,0.5548947427641531,1.773334943477788,24.0,477787.125,3.2188758248682006,3.5015991692953214,-1,-0.008127479647732416,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,DMF FUND NAYAGARH,Payment Success,Construction of boundary walls of existing public and community buildings,WS/MP18350/2025-2026/178820,2026-05-12,60.0,1.7853298350107671,4.463319681510083,1.1908092186143866,-2.248882360530764,42.0,215.14285714285714,3.7612001156935624,0.27888446215139445,-1,-0.008075004804582453,True
Rajya Sabha,Punjab,Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),,PANKAJ SADANA,Payment Success,Construction of community centers and community halls,WS/MP844/2025-2026/193471,2025-12-15,1740800.0,6.240749127497841,4.699928377134102,0.5546092002274752,2.7782098633267633,7.0,667084.7142857143,2.0794415416798357,2.6095636172146053,-1,-0.00806456174735437,True
Lok Sabha,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,kissan Bhatta maur kalan,Payment Success,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/195398,2026-05-15,1837.0,3.2643455070500926,4.699928377134102,0.5546092002274752,-2.588458448751299,2.0,13158.5,1.0986122886681098,0.1396055781434054,-1,-0.007911582624373525,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,TAHASILDAR BALIANTA,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179265,2026-04-24,171.0,2.2355284469075487,4.463319681510083,1.1908092186143866,-1.870821286716918,4.0,8297.0,1.6094379124341003,0.020609858985175363,-1,-0.007898429031718335,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,DMF FUND NAYAGARH,Payment Success,Construction of buildings for community cultural activities,WS/MP18350/2025-2026/233094,2026-08-19,63.0,1.806179973983887,4.463319681510083,1.1908092186143866,-2.231373141885832,42.0,215.14285714285714,3.7612001156935624,0.29282868525896416,-1,-0.007849421571576753,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,DMF FUND NAYAGARH,Payment Success,Construction of community centers and community halls,WS/MP18350/2025-2026/178757,2026-01-21,63.0,1.806179973983887,4.463319681510083,1.1908092186143866,-2.231373141885832,42.0,215.14285714285714,3.7612001156935624,0.29282868525896416,-1,-0.007849421571576753,True
Lok Sabha,Odisha,Shri Bhartruhari Mahtab,CUTTACK,DMF FUND NAYAGARH,Payment Success,Construction of rooms and halls in school and colleges,WS/MP372/2025-2026/186018,2026-04-02,63.0,1.806179973983887,4.463319681510083,1.1908092186143866,-2.231373141885832,42.0,215.14285714285714,3.7612001156935624,0.29282868525896416,-1,-0.007849421571576753,True
Rajya Sabha,Uttar Pradesh,Shri Sanjay Seth (2024-30) (2024-2030),,BALAJI CONSTRUCTIONS,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18302/2025-2026/192336,2025-09-25,2995533.0,6.476474253296634,5.2394868954404945,0.5548947427641531,2.2292288294068343,34.0,1269337.6176470588,3.5553480614894135,2.3599182426758523,-1,-0.007836116023741568,True
Rajya Sabha,Uttar Pradesh,Shri Ramji (2020-26) (2020-2026),,SHRI SAI ELECTRICAL SUPPLIERS CONTRACTOR,Payment Success,Lighting of public spaces,WS/MP198/2024-2025/176270,2025-06-04,3171990.0,6.501331946408529,5.2394868954404945,0.5548947427641531,2.274025961540523,48.0,1481119.1666666667,3.8918202981106265,2.141617009209815,-1,-0.007783119041180675,True
Rajya Sabha,Uttar Pradesh,Shri Arun Singh (2020-26) (2020-2026),,Ajay Kumar Singh,Payment Success,Construction of buildings for community cultural activities,WS/MP186/2025-2026/81793,2025-12-14,590000.0,5.770852747733863,5.2394868954404945,0.5548947427641531,0.9575975610192704,336.0,121453.13095238095,5.820082930352362,4.857841007255101,-1,-0.007766315874107033,True
Lok Sabha,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,SACHIV MP BHAVAN EAVAM ANYA SANIRMAN KARMKAR KALYAN MANDAL BHOPAL,Payment Success,Lighting of public spaces,WS/MP18108/2025-2026/208688,2026-05-26,2962.0,3.471731651480051,5.188665529226982,0.4692888662406491,-3.658586429933531,19.0,6865.368421052632,2.995732273553991,0.4314407936094203,-1,-0.007749817883286547,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Tahasildar Daspalla,Payment Success,Construction of community centers and community halls,WS/MP18350/2025-2026/182276,2026-01-21,16112.0,4.2071764070951625,4.463319681510083,1.1908092186143866,-0.2151001776027284,8.0,3540.0,2.1972245773362196,4.551412429378531,-1,-0.007651645748055214,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2025-2026/173457,2025-06-06,289.0,2.462397997898956,4.463319681510083,1.1908092186143866,-1.6803041598379456,158.0,190.0126582278481,5.0689042022202315,1.520951302378256,-1,-0.007562920371062654,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/12796,2023-11-03,1484974.0,6.171719142236773,5.736858468527226,0.41014968640951016,1.0602487046043103,119.0,341917.7731092437,4.787491742782046,4.343073442764692,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Dr. Dharmshila Gupta (2024-30) (2024-2030),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18332/2026-2027/275306,2026-04-28,1483061.0,6.171159307262394,5.736858468527226,0.41014968640951016,1.0588837517762826,119.0,341917.7731092437,4.787491742782046,4.337478530331203,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2024-2025/136886,2025-03-21,1484751.0,6.171653918955545,5.736858468527226,0.41014968640951016,1.060089681488142,119.0,341917.7731092437,4.787491742782046,4.342421239172079,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/12794,2023-10-13,1484400.0,6.171551238249054,5.736858468527226,0.41014968640951016,1.0598393321403483,119.0,341917.7731092437,4.787491742782046,4.341394676566667,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/12797,2023-10-19,1484900.0,6.1716974997226295,5.736858468527226,0.41014968640951016,1.0601959372492187,119.0,341917.7731092437,4.787491742782046,4.342857016460417,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/37287,2023-11-09,1484500.0,6.171580494484664,5.736858468527226,0.41014968640951016,1.0599106627705537,119.0,341917.7731092437,4.787491742782046,4.341687144545417,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Dr. Dharmshila Gupta (2024-30) (2024-2030),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18332/2026-2027/275305,2026-04-28,1482880.0,6.171106300646068,5.736858468527226,0.41014968640951016,1.058754514529292,119.0,341917.7731092437,4.787491742782046,4.336949163289665,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/12795,2023-10-13,1484894.0,6.1716957448769145,5.736858468527226,0.41014968640951016,1.0601916586997693,119.0,341917.7731092437,4.787491742782046,4.342839468381692,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/1217,2023-09-19,1484550.0,6.171595121863435,5.736858468527226,0.41014968640951016,1.059946326283791,119.0,341917.7731092437,4.787491742782046,4.341833378534791,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/1218,2023-12-27,1484940.0,6.171709198512852,5.736858468527226,0.41014968640951016,1.0602244604703999,119.0,341917.7731092437,4.787491742782046,4.342974003651917,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/1493,2024-02-01,1484800.0,6.171668251368278,5.736858468527226,0.41014968640951016,1.0601246258345793,119.0,341917.7731092437,4.787491742782046,4.342564548481667,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/1215,2023-09-16,1484933.0,6.171707151247312,5.736858468527226,0.41014968640951016,1.0602194689621576,119.0,341917.7731092437,4.787491742782046,4.342953530893404,-1,-0.007504098316565733,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/37288,2023-11-09,1484810.0,6.171671176292355,5.736858468527226,0.41014968640951016,1.0601317571921642,119.0,341917.7731092437,4.787491742782046,4.342593795279542,-1,-0.007504098316565733,True
Lok Sabha,West Bengal,Asit Kumar Mal,BOLPUR(SC),BIDYUT BHANDARI,Payment Success,Lighting of public spaces,WS/MP858/2025-2026/249576,2026-01-21,4899510.0,6.690152737049088,5.595904606090499,0.4383067199146974,2.4965351459168823,15.0,2474185.8,2.772588722239781,1.9802514427170346,-1,-0.0075028407422387255,True
Rajya Sabha,Jharkhand,Smt. Mahua Maji (2022-28) (2022-2028),,Executive engineer,Payment Success,Construction of community centers and community halls,WS/MP007/2024-2025/133443,2025-07-25,1149644.0,6.060563754838412,5.373590915581567,0.2986561582339397,2.300213206113547,174.0,410527.5862068966,5.1647859739235145,2.8004062056395047,-1,-0.007478198883340892,True
Lok Sabha,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18147/2025-2026/232498,2026-07-17,138.0,2.143014800254095,4.463319681510083,1.1908092186143866,-1.9485110166982678,158.0,190.0126582278481,5.0689042022202315,0.7262674039038038,-1,-0.007461636157090168,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/173488,2026-07-20,136.0,2.1367205671564067,4.463319681510083,1.1908092186143866,-1.953796693865776,158.0,190.0126582278481,5.0689042022202315,0.7157417893544734,-1,-0.007461636157090168,True
Lok Sabha,Nagaland,S SUPONGMEREN JAMIR,NAGALAND,Imlichuba,Payment Success,"Purchase of ambulances (Four, three and two wheelers)",WS/MP18391/2026-2027/283790,2026-06-17,9900000.0,6.9956352384656775,5.8633420355944,0.5268381555701809,2.1492239901376,4.0,4725000.0,1.6094379124341003,2.0952380952380953,-1,-0.00745437868863108,True
Rajya Sabha,Odisha,Dr. Sasmit Patra (2022-28) (2022-2028),,EMF,Payment Success,Construction of rooms and halls in school and colleges,WS/MP131/2024-2025/92627,2026-06-24,261.0,2.4183012913197452,4.463319681510083,1.1908092186143866,-1.7173350342130376,158.0,190.0126582278481,5.0689042022202315,1.373592698687629,-1,-0.007422627104134882,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2025-2026/175826,2025-11-02,259.0,2.4149733479708178,4.463319681510083,1.1908092186143866,-1.7201297248292218,158.0,190.0126582278481,5.0689042022202315,1.3630670841382986,-1,-0.007422627104134882,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of public staircase/ stair ghat for public convenience,WS/MP18146/2025-2026/173925,2026-03-23,260.0,2.416640507338281,4.463319681510083,1.1908092186143866,-1.7187297026078596,158.0,190.0126582278481,5.0689042022202315,1.3683298914129638,-1,-0.007422627104134882,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2025-2026/173918,2026-01-09,260.0,2.416640507338281,4.463319681510083,1.1908092186143866,-1.7187297026078596,158.0,190.0126582278481,5.0689042022202315,1.3683298914129638,-1,-0.007422627104134882,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2025-2026/175827,2025-12-13,259.0,2.4149733479708178,4.463319681510083,1.1908092186143866,-1.7201297248292218,158.0,190.0126582278481,5.0689042022202315,1.3630670841382986,-1,-0.007422627104134882,True
Lok Sabha,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,EMF,Payment In-Progress,Construction of public irrigation facilities,WS/MP18150/2026-2027/272770,2026-08-25,259.0,2.4149733479708178,4.463319681510083,1.1908092186143866,-1.7201297248292218,158.0,190.0126582278481,5.0689042022202315,1.3630670841382986,-1,-0.007422627104134882,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2025-2026/173956,2026-07-18,259.0,2.4149733479708178,4.463319681510083,1.1908092186143866,-1.7201297248292218,158.0,190.0126582278481,5.0689042022202315,1.3630670841382986,-1,-0.007422627104134882,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment In-Progress,Construction of public libraries and reading rooms,WS/MP300/2025-2026/157040,2026-08-30,261.0,2.4183012913197452,4.463319681510083,1.1908092186143866,-1.7173350342130376,158.0,190.0126582278481,5.0689042022202315,1.373592698687629,-1,-0.007422627104134882,True
Rajya Sabha,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,ASSISTANT ENGINEER BARH,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP001/2023-2024/1216,2023-09-16,1486089.0,6.172045111793182,5.736858468527226,0.41014968640951016,1.061043462145788,119.0,341917.7731092437,4.787491742782046,4.346334460727756,-1,-0.007219760125746544,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Construction of public libraries and reading rooms,WS/MP300/2025-2026/190824,2026-01-22,269.0,2.4313637641589874,4.463319681510083,1.1908092186143866,-1.7063656256503112,158.0,190.0126582278481,5.0689042022202315,1.415695156884951,-1,-0.007202375721082177,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/173900,2026-03-23,281.0,2.450249108319361,4.463319681510083,1.1908092186143866,-1.6905063730805767,158.0,190.0126582278481,5.0689042022202315,1.478848844180934,-1,-0.007202375721082177,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2026-2027/177755,2026-08-21,284.0,2.45484486000851,4.463319681510083,1.1908092186143866,-1.686647021290794,158.0,190.0126582278481,5.0689042022202315,1.4946372660049296,-1,-0.007202375721082177,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Construction of public libraries and reading rooms,WS/MP300/2024-2025/157103,2025-10-04,284.0,2.45484486000851,4.463319681510083,1.1908092186143866,-1.686647021290794,158.0,190.0126582278481,5.0689042022202315,1.4946372660049296,-1,-0.007202375721082177,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2026-2027/250774,2026-08-20,140.0,2.1492191126553797,4.463319681510083,1.1908092186143866,-1.9433008517916643,158.0,190.0126582278481,5.0689042022202315,0.7367930184531344,-1,-0.007177317114829385,True
Rajya Sabha,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,SANJEET KUMAR,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18349/2025-2026/241067,2026-04-10,662530.0,5.821206203837468,5.373590915581567,0.2986561582339397,1.4987646359037414,115.0,145439.4347826087,4.7535901911063645,4.555366988260764,-1,-0.0071079572611199016,True
Lok Sabha,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),SOLERGY SOLUTIONS,Payment Success,Development of public parks,WS/MP18155/2024-2025/141698,2026-01-05,1760.0,3.245759355967277,4.699928377134102,0.5546092002274752,-2.6219706066368738,6.0,170800.0,1.9459101490553132,0.010304449648711944,-1,-0.007100848910945201,True
Lok Sabha,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,SAI ENTERPRISES,Payment Success,Construction of footpaths and pedestrian ways,WS/MP478/2024-2025/149449,2024-12-19,1871300.0,6.272143649672686,4.575890061676738,0.7785953606778007,2.1786073661154197,188.0,747351.1808510638,5.241747015059643,2.503909872556852,-1,-0.007091315565943224,True
Lok Sabha,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,DEDUCTION ACCOUNT,Payment Success,Construction of boundary walls of existing public and community buildings,WS/MP18326/2026-2027/259245,2026-07-20,4761.0,3.677789391068861,5.406212311570647,0.33663521492486204,-5.134409128550542,3.0,3502.6666666666665,1.3862943611198906,1.3592500951655881,-1,-0.007063907536338565,True
Lok Sabha,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,LABOUR CESS MPLADS DUDCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18326/2025-2026/238401,2026-07-15,4997.0,3.6987962517904314,5.406212311570647,0.33663521492486204,-5.072006682846046,3.0,3663.3333333333335,1.3862943611198906,1.3640582347588717,-1,-0.007063907536338565,True
Lok Sabha,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,AMRUT ENTERPRISE,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18326/2025-2026/238403,2026-05-14,8640.0,3.936564005135266,5.406212311570647,0.33663521492486204,-4.365699847425084,6.0,91933.5,1.9459101490553132,0.09398097537894239,-1,-0.007019719994138085,True
