sr_no,state,constituency,mp_name,work,completion_date,work_status
687,Bihar,Constituency_534,MP_Name_534,BR/995/2022-2023/3974 - Construction of Drinking Water facility,18-05-2024,Completed
688,Uttar Pradesh,Constituency_435,MP_Name_435,UP/293/2021-2022/3425 - Construction of Health facility,20-10-2021,Completed
689,Madhya Pradesh,Constituency_177,MP_Name_177,MP/723/2023-2024/1994 - Construction of Electricity facility,09-09-2022,Completed
690,Uttar Pradesh,Constituency_229,MP_Name_229,UP/760/2021-2022/2309 - Construction of Electricity facility,30-04-2023,Completed
691,Madhya Pradesh,Constituency_470,MP_Name_470,MP/191/2022-2023/3616 - Construction of Electricity facility,12-06-2021,Completed
692,Bihar,Constituency_291,MP_Name_291,BR/789/2023-2024/2646 - Construction of Roads facility,21-12-2021,Completed
693,Rajasthan,Constituency_175,MP_Name_175,RJ/748/2023-2024/1984 - Construction of Roads facility,16-11-2021,Completed
694,Gujarat,Constituency_86,MP_Name_86,GJ/479/2021-2022/1476 - Construction of Electricity facility,21-12-2021,Completed
695,Gujarat,Constituency_502,MP_Name_502,GJ/571/2023-2024/3789 - Construction of Electricity facility,12-07-2024,Completed
696,Karnataka,Constituency_420,MP_Name_420,KA/304/2021-2022/3334 - Construction of Electricity facility,27-07-2022,Completed
697,Delhi,Constituency_184,MP_Name_184,DL/857/2023-2024/2033 - Construction of Health facility,28-05-2021,Completed
698,Delhi,Constituency_501,MP_Name_501,DL/179/2022-2023/3787 - Construction of Drinking Water facility,18-01-2022,Completed
699,Tamil Nadu,Constituency_539,MP_Name_539,TN/311/2023-2024/4001 - Construction of Drinking Water facility,10-11-2021,Completed
700,Rajasthan,Constituency_376,MP_Name_376,RJ/263/2023-2024/3087 - Construction of Education facility,15-03-2023,Completed
701,Uttar Pradesh,Constituency_73,MP_Name_73,UP/933/2021-2022/1410 - Construction of Roads facility,02-09-2021,Completed
702,Delhi,Constituency_238,MP_Name_238,DL/273/2023-2024/2361 - Construction of Education facility,05-07-2022,Completed
703,Uttar Pradesh,Constituency_52,MP_Name_52,UP/942/2022-2023/1286 - Construction of Electricity facility,21-04-2023,Completed
704,Tamil Nadu,Constituency_43,MP_Name_43,TN/346/2023-2024/1233 - Construction of Health facility,17-02-2024,Completed
705,Madhya Pradesh,Constituency_272,MP_Name_272,MP/872/2022-2023/2537 - Construction of Electricity facility,02-04-2023,Completed
706,Rajasthan,Constituency_200,MP_Name_200,RJ/518/2022-2023/2133 - Construction of Electricity facility,08-05-2022,Completed
707,Uttar Pradesh,Constituency_167,MP_Name_167,UP/163/2023-2024/1937 - Construction of Health facility,30-05-2024,Completed
708,Tamil Nadu,Constituency_537,MP_Name_537,TN/618/2021-2022/3990 - Construction of Roads facility,21-07-2023,Completed
709,Karnataka,Constituency_346,MP_Name_346,KA/214/2023-2024/2943 - Construction of Electricity facility,25-02-2024,Completed
710,Tamil Nadu,Constituency_188,MP_Name_188,TN/940/2021-2022/2060 - Construction of Drinking Water facility,08-08-2024,Completed
711,Karnataka,Constituency_270,MP_Name_270,KA/995/2023-2024/2525 - Construction of Health facility,03-09-2022,Completed
712,Gujarat,Constituency_192,MP_Name_192,GJ/649/2021-2022/2086 - Construction of Drinking Water facility,23-05-2024,Completed
713,Gujarat,Constituency_392,MP_Name_392,GJ/350/2021-2022/3193 - Construction of Electricity facility,14-01-2023,Completed
714,Delhi,Constituency_51,MP_Name_51,DL/651/2022-2023/1281 - Construction of Drinking Water facility,17-11-2024,Completed
715,Maharashtra,Constituency_30,MP_Name_30,MH/916/2022-2023/1161 - Construction of Health facility,13-06-2024,Completed
716,West Bengal,Constituency_512,MP_Name_512,WB/360/2023-2024/3848 - Construction of Electricity facility,11-06-2021,Completed
717,Madhya Pradesh,Constituency_7,MP_Name_7,MP/889/2021-2022/1039 - Construction of Electricity facility,08-11-2024,Completed
718,Gujarat,Constituency_163,MP_Name_163,GJ/635/2022-2023/1906 - Construction of Education facility,20-10-2022,Completed
719,Tamil Nadu,Constituency_100,MP_Name_100,TN/312/2023-2024/1553 - Construction of Drinking Water facility,06-02-2023,Completed
720,Maharashtra,Constituency_515,MP_Name_515,MH/203/2023-2024/3861 - Construction of Roads facility,19-09-2023,Completed
721,Karnataka,Constituency_408,MP_Name_408,KA/576/2023-2024/3280 - Construction of Sanitation facility,01-01-2023,Completed
722,Bihar,Constituency_325,MP_Name_325,BR/375/2022-2023/2829 - Construction of Education facility,17-09-2024,Completed
723,West Bengal,Constituency_508,MP_Name_508,WB/923/2023-2024/3827 - Construction of Electricity facility,29-06-2023,Completed
724,Maharashtra,Constituency_203,MP_Name_203,MH/784/2023-2024/2159 - Construction of Roads facility,15-09-2022,Completed
725,Delhi,Constituency_118,MP_Name_118,DL/654/2021-2022/1659 - Construction of Electricity facility,21-09-2021,Completed
726,Rajasthan,Constituency_294,MP_Name_294,RJ/536/2023-2024/2660 - Construction of Education facility,22-04-2024,Completed
727,Madhya Pradesh,Constituency_76,MP_Name_76,MP/536/2021-2022/1424 - Construction of Education facility,01-03-2024,Completed
728,Maharashtra,Constituency_49,MP_Name_49,MH/471/2021-2022/1265 - Construction of Roads facility,31-03-2024,Completed
729,Maharashtra,Constituency_40,MP_Name_40,MH/953/2021-2022/1215 - Construction of Drinking Water facility,09-05-2021,Completed
730,Tamil Nadu,Constituency_354,MP_Name_354,TN/324/2022-2023/2977 - Construction of Sanitation facility,29-08-2022,Completed
731,Rajasthan,Constituency_517,MP_Name_517,RJ/569/2022-2023/3870 - Construction of Drinking Water facility,29-09-2022,Completed
732,Bihar,Constituency_155,MP_Name_155,BR/207/2022-2023/1858 - Construction of Sanitation facility,01-11-2023,Completed
733,West Bengal,Constituency_249,MP_Name_249,WB/512/2021-2022/2417 - Construction of Roads facility,16-06-2023,Completed
734,West Bengal,Constituency_490,MP_Name_490,WB/264/2022-2023/3720 - Construction of Health facility,19-10-2024,Completed
735,Rajasthan,Constituency_376,MP_Name_376,RJ/193/2023-2024/3092 - Construction of Health facility,17-07-2021,Completed
736,West Bengal,Constituency_364,MP_Name_364,WB/660/2021-2022/3023 - Construction of Education facility,18-11-2024,Completed
737,Tamil Nadu,Constituency_29,MP_Name_29,TN/955/2021-2022/1152 - Construction of Drinking Water facility,26-08-2022,Completed
738,Delhi,Constituency_31,MP_Name_31,DL/408/2021-2022/1169 - Construction of Sanitation facility,04-08-2022,Completed
739,Rajasthan,Constituency_498,MP_Name_498,RJ/928/2023-2024/3768 - Construction of Education facility,06-10-2022,Completed
740,Delhi,Constituency_139,MP_Name_139,DL/923/2022-2023/1761 - Construction of Roads facility,17-06-2023,Completed
741,Karnataka,Constituency_81,MP_Name_81,KA/197/2023-2024/1448 - Construction of Roads facility,01-06-2021,Completed
742,Tamil Nadu,Constituency_539,MP_Name_539,TN/879/2021-2022/4005 - Construction of Sanitation facility,24-06-2023,Completed
743,Delhi,Constituency_67,MP_Name_67,DL/652/2023-2024/1372 - Construction of Sanitation facility,24-04-2024,Completed
744,Tamil Nadu,Constituency_43,MP_Name_43,TN/915/2021-2022/1237 - Construction of Health facility,22-09-2023,Completed
745,Karnataka,Constituency_280,MP_Name_280,KA/572/2022-2023/2576 - Construction of Health facility,11-09-2023,Completed
746,Karnataka,Constituency_538,MP_Name_538,KA/384/2023-2024/3995 - Construction of Education facility,13-12-2022,Completed
747,West Bengal,Constituency_150,MP_Name_150,WB/230/2022-2023/1831 - Construction of Health facility,04-06-2023,Completed
748,Gujarat,Constituency_154,MP_Name_154,GJ/512/2022-2023/1852 - Construction of Health facility,25-05-2022,Completed
749,Karnataka,Constituency_408,MP_Name_408,KA/145/2021-2022/3284 - Construction of Sanitation facility,15-08-2024,Completed
750,Bihar,Constituency_352,MP_Name_352,BR/714/2023-2024/2966 - Construction of Electricity facility,02-06-2021,Completed
751,Karnataka,Constituency_201,MP_Name_201,KA/441/2023-2024/2139 - Construction of Education facility,02-11-2022,Completed
752,Uttar Pradesh,Constituency_52,MP_Name_52,UP/646/2022-2023/1287 - Construction of Roads facility,17-10-2023,Completed
753,Maharashtra,Constituency_543,MP_Name_543,MH/227/2023-2024/4032 - Construction of Health facility,17-03-2023,Completed
754,Gujarat,Constituency_154,MP_Name_154,GJ/375/2022-2023/1849 - Construction of Roads facility,06-03-2024,Completed
755,Delhi,Constituency_156,MP_Name_156,DL/239/2023-2024/1867 - Construction of Electricity facility,01-08-2023,Completed
756,Uttar Pradesh,Constituency_444,MP_Name_444,UP/518/2022-2023/3473 - Construction of Drinking Water facility,02-04-2021,Completed
757,Madhya Pradesh,Constituency_245,MP_Name_245,MP/825/2021-2022/2404 - Construction of Electricity facility,27-10-2022,Completed
758,Delhi,Constituency_289,MP_Name_289,DL/364/2022-2023/2636 - Construction of Electricity facility,23-09-2021,Completed
759,Rajasthan,Constituency_104,MP_Name_104,RJ/810/2023-2024/1579 - Construction of Education facility,12-04-2021,Completed
760,Delhi,Constituency_421,MP_Name_421,DL/323/2021-2022/3342 - Construction of Drinking Water facility,28-05-2024,Completed
761,Tamil Nadu,Constituency_539,MP_Name_539,TN/732/2022-2023/4002 - Construction of Electricity facility,06-12-2023,Completed
762,Tamil Nadu,Constituency_406,MP_Name_406,TN/882/2022-2023/3272 - Construction of Electricity facility,22-03-2023,Completed
763,West Bengal,Constituency_386,MP_Name_386,WB/684/2021-2022/3155 - Construction of Sanitation facility,17-02-2023,Completed
764,Karnataka,Constituency_465,MP_Name_465,KA/363/2021-2022/3584 - Construction of Education facility,15-06-2024,Completed
765,West Bengal,Constituency_508,MP_Name_508,WB/580/2021-2022/3825 - Construction of Sanitation facility,26-06-2022,Completed
766,West Bengal,Constituency_146,MP_Name_146,WB/488/2022-2023/1807 - Construction of Education facility,12-06-2023,Completed
767,Bihar,Constituency_98,MP_Name_98,BR/986/2023-2024/1543 - Construction of Roads facility,20-11-2023,Completed
768,Bihar,Constituency_286,MP_Name_286,BR/113/2021-2022/2614 - Construction of Education facility,14-12-2023,Completed
769,Tamil Nadu,Constituency_186,MP_Name_186,TN/761/2021-2022/2051 - Construction of Roads facility,16-12-2021,Completed
770,Bihar,Constituency_475,MP_Name_475,BR/852/2023-2024/3640 - Construction of Roads facility,06-01-2021,Completed
771,Tamil Nadu,Constituency_354,MP_Name_354,TN/855/2021-2022/2974 - Construction of Drinking Water facility,04-03-2021,Completed
772,West Bengal,Constituency_282,MP_Name_282,WB/995/2021-2022/2586 - Construction of Drinking Water facility,06-12-2021,Completed
773,Madhya Pradesh,Constituency_527,MP_Name_527,MP/645/2022-2023/3933 - Construction of Education facility,06-06-2024,Completed
774,Tamil Nadu,Constituency_213,MP_Name_213,TN/751/2021-2022/2222 - Construction of Sanitation facility,26-06-2021,Completed
775,Delhi,Constituency_433,MP_Name_433,DL/880/2021-2022/3410 - Construction of Education facility,31-12-2024,Completed
776,Maharashtra,Constituency_460,MP_Name_460,MH/582/2023-2024/3551 - Construction of Roads facility,28-10-2021,Completed
777,Tamil Nadu,Constituency_506,MP_Name_506,TN/118/2021-2022/3815 - Construction of Electricity facility,13-07-2022,Completed
778,Rajasthan,Constituency_314,MP_Name_314,RJ/321/2023-2024/2766 - Construction of Roads facility,16-03-2023,Completed
779,Delhi,Constituency_67,MP_Name_67,DL/449/2022-2023/1371 - Construction of Roads facility,13-03-2021,Completed
780,Karnataka,Constituency_422,MP_Name_422,KA/142/2021-2022/3348 - Construction of Roads facility,04-08-2024,Completed
781,Madhya Pradesh,Constituency_13,MP_Name_13,MP/273/2022-2023/1067 - Construction of Education facility,23-08-2022,Completed
782,Madhya Pradesh,Constituency_177,MP_Name_177,MP/609/2023-2024/1992 - Construction of Drinking Water facility,21-04-2023,Completed
783,Karnataka,Constituency_5,MP_Name_5,KA/833/2022-2023/1028 - Construction of Roads facility,02-02-2022,Completed
784,Tamil Nadu,Constituency_38,MP_Name_38,TN/320/2022-2023/1203 - Construction of Drinking Water facility,05-04-2022,Completed
785,Bihar,Constituency_41,MP_Name_41,BR/238/2021-2022/1222 - Construction of Education facility,03-02-2023,Completed
786,Tamil Nadu,Constituency_506,MP_Name_506,TN/239/2021-2022/3809 - Construction of Roads facility,23-11-2021,Completed
787,Maharashtra,Constituency_8,MP_Name_8,MH/429/2021-2022/1041 - Construction of Health facility,10-04-2022,Completed
788,Maharashtra,Constituency_40,MP_Name_40,MH/720/2022-2023/1214 - Construction of Drinking Water facility,17-09-2024,Completed
789,Madhya Pradesh,Constituency_7,MP_Name_7,MP/736/2023-2024/1037 - Construction of Electricity facility,21-03-2023,Completed
790,Bihar,Constituency_207,MP_Name_207,BR/622/2023-2024/2181 - Construction of Health facility,25-12-2023,Completed
791,West Bengal,Constituency_282,MP_Name_282,WB/470/2023-2024/2591 - Construction of Drinking Water facility,07-09-2024,Completed
792,Bihar,Constituency_155,MP_Name_155,BR/793/2023-2024/1859 - Construction of Health facility,11-02-2021,Completed
793,Gujarat,Constituency_271,MP_Name_271,GJ/386/2022-2023/2531 - Construction of Sanitation facility,30-05-2024,Completed
794,Maharashtra,Constituency_203,MP_Name_203,MH/715/2022-2023/2152 - Construction of Drinking Water facility,07-06-2022,Completed
795,Gujarat,Constituency_86,MP_Name_86,GJ/635/2021-2022/1475 - Construction of Health facility,26-05-2021,Completed
796,Rajasthan,Constituency_532,MP_Name_532,RJ/741/2022-2023/3963 - Construction of Education facility,27-06-2022,Completed
797,Delhi,Constituency_156,MP_Name_156,DL/448/2022-2023/1866 - Construction of Health facility,28-07-2021,Completed
798,Delhi,Constituency_289,MP_Name_289,DL/795/2023-2024/2630 - Construction of Sanitation facility,02-07-2021,Completed
799,Delhi,Constituency_433,MP_Name_433,DL/995/2023-2024/3412 - Construction of Health facility,23-07-2021,Completed
800,Rajasthan,Constituency_505,MP_Name_505,RJ/972/2023-2024/3805 - Construction of Health facility,16-04-2021,Completed
801,Karnataka,Constituency_95,MP_Name_95,KA/809/2023-2024/1526 - Construction of Drinking Water facility,24-05-2022,Completed
802,Maharashtra,Constituency_203,MP_Name_203,MH/934/2022-2023/2156 - Construction of Sanitation facility,02-06-2024,Completed
803,Bihar,Constituency_356,MP_Name_356,BR/782/2022-2023/2985 - Construction of Health facility,16-05-2021,Completed
804,Tamil Nadu,Constituency_443,MP_Name_443,TN/669/2022-2023/3467 - Construction of Roads facility,21-04-2021,Completed
805,Uttar Pradesh,Constituency_435,MP_Name_435,UP/886/2023-2024/3422 - Construction of Education facility,29-04-2023,Completed
806,Bihar,Constituency_152,MP_Name_152,BR/764/2021-2022/1844 - Construction of Electricity facility,14-08-2021,Completed
807,Maharashtra,Constituency_482,MP_Name_482,MH/924/2022-2023/3677 - Construction of Roads facility,31-05-2022,Completed
808,Gujarat,Constituency_536,MP_Name_536,GJ/116/2022-2023/3983 - Construction of Education facility,08-03-2022,Completed
809,Tamil Nadu,Constituency_56,MP_Name_56,TN/267/2022-2023/1313 - Construction of Roads facility,13-08-2022,Completed
810,Karnataka,Constituency_311,MP_Name_311,KA/420/2023-2024/2747 - Construction of Drinking Water facility,26-06-2022,Completed
811,Gujarat,Constituency_416,MP_Name_416,GJ/361/2021-2022/3314 - Construction of Health facility,15-10-2023,Completed
812,Gujarat,Constituency_476,MP_Name_476,GJ/151/2022-2023/3644 - Construction of Health facility,03-12-2024,Completed
813,Uttar Pradesh,Constituency_147,MP_Name_147,UP/760/2021-2022/1815 - Construction of Health facility,16-09-2021,Completed
814,Maharashtra,Constituency_407,MP_Name_407,MH/863/2021-2022/3276 - Construction of Drinking Water facility,05-11-2024,Completed
815,Madhya Pradesh,Constituency_316,MP_Name_316,MP/205/2022-2023/2774 - Construction of Health facility,17-03-2023,Completed
816,Karnataka,Constituency_42,MP_Name_42,KA/449/2022-2023/1225 - Construction of Roads facility,20-08-2023,Completed
817,Delhi,Constituency_166,MP_Name_166,DL/554/2021-2022/1929 - Construction of Health facility,16-05-2024,Completed
818,Rajasthan,Constituency_505,MP_Name_505,RJ/317/2022-2023/3804 - Construction of Health facility,20-11-2024,Completed
819,Rajasthan,Constituency_149,MP_Name_149,RJ/253/2023-2024/1821 - Construction of Electricity facility,17-05-2023,Completed
820,Karnataka,Constituency_19,MP_Name_19,KA/993/2021-2022/1102 - Construction of Electricity facility,27-08-2022,Completed
821,Tamil Nadu,Constituency_354,MP_Name_354,TN/438/2021-2022/2979 - Construction of Sanitation facility,05-08-2024,Completed
822,Madhya Pradesh,Constituency_272,MP_Name_272,MP/220/2023-2024/2540 - Construction of Education facility,19-02-2024,Completed
823,Karnataka,Constituency_463,MP_Name_463,KA/740/2022-2023/3572 - Construction of Education facility,09-12-2024,Completed
824,Karnataka,Constituency_408,MP_Name_408,KA/404/2023-2024/3281 - Construction of Education facility,01-03-2022,Completed
825,Uttar Pradesh,Constituency_193,MP_Name_193,UP/353/2021-2022/2093 - Construction of Roads facility,21-05-2021,Completed
826,Delhi,Constituency_477,MP_Name_477,DL/381/2022-2023/3654 - Construction of Electricity facility,13-08-2022,Completed
827,Tamil Nadu,Constituency_263,MP_Name_263,TN/700/2023-2024/2489 - Construction of Roads facility,10-09-2022,Completed
828,Uttar Pradesh,Constituency_236,MP_Name_236,UP/612/2023-2024/2349 - Construction of Drinking Water facility,07-08-2023,Completed
829,Karnataka,Constituency_129,MP_Name_129,KA/685/2022-2023/1714 - Construction of Health facility,24-04-2024,Completed
830,Maharashtra,Constituency_114,MP_Name_114,MH/927/2023-2024/1634 - Construction of Electricity facility,03-04-2022,Completed
831,Karnataka,Constituency_445,MP_Name_445,KA/628/2022-2023/3478 - Construction of Education facility,25-10-2021,Completed
832,Madhya Pradesh,Constituency_396,MP_Name_396,MP/592/2023-2024/3216 - Construction of Sanitation facility,20-03-2024,Completed
833,West Bengal,Constituency_508,MP_Name_508,WB/770/2023-2024/3828 - Construction of Drinking Water facility,29-12-2022,Completed
834,Bihar,Constituency_98,MP_Name_98,BR/618/2022-2023/1544 - Construction of Education facility,07-02-2023,Completed
835,West Bengal,Constituency_282,MP_Name_282,WB/323/2022-2023/2588 - Construction of Electricity facility,30-10-2023,Completed
836,Gujarat,Constituency_290,MP_Name_290,GJ/854/2022-2023/2642 - Construction of Roads facility,06-11-2022,Completed
837,Madhya Pradesh,Constituency_13,MP_Name_13,MP/481/2021-2022/1065 - Construction of Roads facility,26-07-2022,Completed
838,Tamil Nadu,Constituency_394,MP_Name_394,TN/600/2023-2024/3206 - Construction of Roads facility,10-09-2023,Completed
839,Bihar,Constituency_491,MP_Name_491,BR/617/2023-2024/3726 - Construction of Sanitation facility,24-07-2023,Completed
840,Delhi,Constituency_261,MP_Name_261,DL/249/2022-2023/2477 - Construction of Education facility,10-01-2023,Completed
841,Tamil Nadu,Constituency_77,MP_Name_77,TN/878/2023-2024/1431 - Construction of Drinking Water facility,05-08-2021,Completed
842,Rajasthan,Constituency_175,MP_Name_175,RJ/116/2021-2022/1985 - Construction of Drinking Water facility,22-08-2023,Completed
843,Bihar,Constituency_491,MP_Name_491,BR/661/2023-2024/3729 - Construction of Drinking Water facility,08-05-2023,Completed
844,Uttar Pradesh,Constituency_426,MP_Name_426,UP/439/2023-2024/3368 - Construction of Sanitation facility,19-02-2023,Completed
845,Bihar,Constituency_389,MP_Name_389,BR/841/2023-2024/3176 - Construction of Drinking Water facility,12-08-2024,Completed
846,Gujarat,Constituency_54,MP_Name_54,GJ/852/2021-2022/1296 - Construction of Drinking Water facility,19-08-2021,Completed
847,Tamil Nadu,Constituency_394,MP_Name_394,TN/945/2022-2023/3205 - Construction of Sanitation facility,02-10-2024,Completed
848,Rajasthan,Constituency_314,MP_Name_314,RJ/956/2021-2022/2767 - Construction of Sanitation facility,14-11-2023,Completed
849,Tamil Nadu,Constituency_100,MP_Name_100,TN/587/2022-2023/1557 - Construction of Drinking Water facility,26-07-2023,Completed
850,Karnataka,Constituency_415,MP_Name_415,KA/228/2021-2022/3312 - Construction of Education facility,24-05-2024,Completed
851,Bihar,Constituency_475,MP_Name_475,BR/348/2023-2024/3642 - Construction of Sanitation facility,08-08-2022,Completed
852,Gujarat,Constituency_27,MP_Name_27,GJ/447/2023-2024/1142 - Construction of Roads facility,22-11-2022,Completed
853,Uttar Pradesh,Constituency_405,MP_Name_405,UP/895/2023-2024/3265 - Construction of Electricity facility,12-12-2022,Completed
854,Maharashtra,Constituency_203,MP_Name_203,MH/592/2023-2024/2154 - Construction of Drinking Water facility,25-02-2021,Completed
855,Gujarat,Constituency_387,MP_Name_387,GJ/397/2022-2023/3167 - Construction of Roads facility,16-07-2021,Completed
856,Madhya Pradesh,Constituency_528,MP_Name_528,MP/974/2022-2023/3940 - Construction of Sanitation facility,25-11-2022,Completed
857,Maharashtra,Constituency_486,MP_Name_486,MH/241/2023-2024/3700 - Construction of Drinking Water facility,08-03-2023,Completed
858,Karnataka,Constituency_378,MP_Name_378,KA/870/2022-2023/3102 - Construction of Electricity facility,02-11-2024,Completed
859,Maharashtra,Constituency_515,MP_Name_515,MH/648/2023-2024/3858 - Construction of Roads facility,25-10-2021,Completed
860,Madhya Pradesh,Constituency_318,MP_Name_318,MP/302/2021-2022/2787 - Construction of Education facility,03-12-2022,Completed
861,Delhi,Constituency_62,MP_Name_62,DL/236/2021-2022/1344 - Construction of Health facility,14-01-2024,Completed
862,Uttar Pradesh,Constituency_323,MP_Name_323,UP/130/2021-2022/2814 - Construction of Drinking Water facility,31-07-2021,Completed
863,West Bengal,Constituency_490,MP_Name_490,WB/932/2021-2022/3722 - Construction of Drinking Water facility,02-03-2021,Completed
864,Madhya Pradesh,Constituency_1,MP_Name_1,MP/875/2022-2023/1003 - Construction of Sanitation facility,04-03-2021,Completed
865,Tamil Nadu,Constituency_385,MP_Name_385,TN/985/2023-2024/3153 - Construction of Education facility,25-06-2022,Completed
866,Karnataka,Constituency_484,MP_Name_484,KA/381/2023-2024/3687 - Construction of Sanitation facility,17-09-2024,Completed
867,Delhi,Constituency_233,MP_Name_233,DL/353/2023-2024/2331 - Construction of Health facility,31-10-2023,Completed
868,Tamil Nadu,Constituency_257,MP_Name_257,TN/776/2023-2024/2462 - Construction of Drinking Water facility,21-06-2022,Completed
869,West Bengal,Constituency_122,MP_Name_122,WB/228/2022-2023/1676 - Construction of Roads facility,24-09-2023,Completed
870,Madhya Pradesh,Constituency_88,MP_Name_88,MP/822/2021-2022/1488 - Construction of Sanitation facility,03-04-2022,Completed
871,West Bengal,Constituency_370,MP_Name_370,WB/618/2022-2023/3054 - Construction of Education facility,06-09-2024,Completed
872,Karnataka,Constituency_81,MP_Name_81,KA/177/2021-2022/1451 - Construction of Drinking Water facility,27-08-2023,Completed
873,Delhi,Constituency_116,MP_Name_116,DL/976/2023-2024/1647 - Construction of Drinking Water facility,15-08-2023,Completed
874,West Bengal,Constituency_283,MP_Name_283,WB/146/2021-2022/2592 - Construction of Education facility,23-05-2022,Completed
875,West Bengal,Constituency_282,MP_Name_282,WB/516/2022-2023/2589 - Construction of Health facility,27-06-2023,Completed
876,Madhya Pradesh,Constituency_21,MP_Name_21,MP/465/2023-2024/1112 - Construction of Sanitation facility,21-05-2023,Completed
877,Karnataka,Constituency_37,MP_Name_37,KA/150/2021-2022/1200 - Construction of Sanitation facility,12-01-2022,Completed
878,Madhya Pradesh,Constituency_470,MP_Name_470,MP/896/2022-2023/3615 - Construction of Sanitation facility,19-02-2022,Completed
879,Rajasthan,Constituency_34,MP_Name_34,RJ/988/2023-2024/1182 - Construction of Sanitation facility,24-07-2023,Completed
880,Rajasthan,Constituency_297,MP_Name_297,RJ/627/2023-2024/2676 - Construction of Sanitation facility,14-05-2023,Completed
881,Bihar,Constituency_174,MP_Name_174,BR/780/2021-2022/1973 - Construction of Roads facility,06-12-2021,Completed
882,Tamil Nadu,Constituency_535,MP_Name_535,TN/877/2021-2022/3977 - Construction of Health facility,02-12-2023,Completed
883,Uttar Pradesh,Constituency_92,MP_Name_92,UP/361/2021-2022/1508 - Construction of Education facility,01-08-2024,Completed
884,Bihar,Constituency_221,MP_Name_221,BR/912/2021-2022/2267 - Construction of Health facility,31-05-2022,Completed
885,Delhi,Constituency_423,MP_Name_423,DL/811/2023-2024/3350 - Construction of Drinking Water facility,20-08-2023,Completed
886,Tamil Nadu,Constituency_197,MP_Name_197,TN/976/2023-2024/2118 - Construction of Roads facility,28-05-2024,Completed
887,West Bengal,Constituency_520,MP_Name_520,WB/860/2021-2022/3894 - Construction of Health facility,13-04-2021,Completed
888,Delhi,Constituency_61,MP_Name_61,DL/935/2022-2023/1338 - Construction of Electricity facility,20-11-2024,Completed
889,Tamil Nadu,Constituency_169,MP_Name_169,TN/776/2021-2022/1951 - Construction of Roads facility,04-04-2022,Completed
890,West Bengal,Constituency_468,MP_Name_468,WB/568/2023-2024/3604 - Construction of Drinking Water facility,25-01-2022,Completed
891,Karnataka,Constituency_95,MP_Name_95,KA/121/2021-2022/1524 - Construction of Sanitation facility,01-11-2024,Completed
892,Delhi,Constituency_62,MP_Name_62,DL/630/2021-2022/1343 - Construction of Health facility,25-07-2021,Completed
893,Madhya Pradesh,Constituency_359,MP_Name_359,MP/703/2023-2024/3000 - Construction of Sanitation facility,12-12-2024,Completed
894,Tamil Nadu,Constituency_191,MP_Name_191,TN/734/2023-2024/2077 - Construction of Drinking Water facility,27-09-2024,Completed
895,Rajasthan,Constituency_532,MP_Name_532,RJ/619/2021-2022/3966 - Construction of Health facility,19-02-2024,Completed
896,Karnataka,Constituency_262,MP_Name_262,KA/883/2023-2024/2484 - Construction of Health facility,26-06-2024,Completed
897,Karnataka,Constituency_445,MP_Name_445,KA/794/2023-2024/3475 - Construction of Drinking Water facility,27-04-2021,Completed
898,Gujarat,Constituency_451,MP_Name_451,GJ/246/2021-2022/3511 - Construction of Health facility,20-02-2024,Completed
899,Maharashtra,Constituency_198,MP_Name_198,MH/300/2021-2022/2120 - Construction of Drinking Water facility,09-09-2021,Completed
900,Tamil Nadu,Constituency_151,MP_Name_151,TN/979/2021-2022/1838 - Construction of Roads facility,12-12-2023,Completed
901,Bihar,Constituency_325,MP_Name_325,BR/553/2022-2023/2828 - Construction of Sanitation facility,31-03-2024,Completed
902,Delhi,Constituency_118,MP_Name_118,DL/907/2021-2022/1657 - Construction of Roads facility,12-11-2023,Completed
903,Delhi,Constituency_421,MP_Name_421,DL/660/2021-2022/3343 - Construction of Sanitation facility,21-11-2021,Completed
904,Tamil Nadu,Constituency_197,MP_Name_197,TN/936/2021-2022/2112 - Construction of Drinking Water facility,07-09-2022,Completed
905,Madhya Pradesh,Constituency_177,MP_Name_177,MP/356/2022-2023/1990 - Construction of Electricity facility,30-08-2022,Completed
906,Rajasthan,Constituency_48,MP_Name_48,RJ/746/2022-2023/1259 - Construction of Electricity facility,03-04-2024,Completed
907,Gujarat,Constituency_173,MP_Name_173,GJ/781/2023-2024/1970 - Construction of Electricity facility,05-04-2024,Completed
908,Rajasthan,Constituency_499,MP_Name_499,RJ/630/2022-2023/3773 - Construction of Sanitation facility,16-09-2022,Completed
909,Delhi,Constituency_118,MP_Name_118,DL/252/2022-2023/1656 - Construction of Electricity facility,22-07-2021,Completed
910,Maharashtra,Constituency_404,MP_Name_404,MH/302/2023-2024/3255 - Construction of Electricity facility,24-05-2024,Completed
911,Madhya Pradesh,Constituency_523,MP_Name_523,MP/505/2022-2023/3910 - Construction of Electricity facility,02-06-2023,Completed
912,Delhi,Constituency_235,MP_Name_235,DL/782/2021-2022/2339 - Construction of Education facility,24-11-2021,Completed
913,Bihar,Constituency_107,MP_Name_107,BR/795/2023-2024/1596 - Construction of Sanitation facility,22-04-2022,Completed
914,Gujarat,Constituency_68,MP_Name_68,GJ/884/2023-2024/1374 - Construction of Sanitation facility,16-02-2022,Completed
915,Gujarat,Constituency_211,MP_Name_211,GJ/115/2023-2024/2211 - Construction of Education facility,13-09-2024,Completed
