state,mp_name,constituency,allocated_amount,house,source_file,election_type
Uttar Pradesh,Shri Hardeep Singh Puri (2020-26) (2020-2026),,226801049.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Kerala,Shri Haris Beeran (2024-30) (2024-2030),,122500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Himachal Pradesh,Shri Harsh Mahajan (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Harsh Vardhan Shringla (2025-31) (2025-2031),,73500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Tamil Nadu,Shri I.S. Inbadurai (2025-31) (2025-2031),,89248285.42,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri Ilaiyaraaja (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Maharashtra,Shri Imran Pratapgarhi (2022-28) (2022-2028),,196000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Gujarat,Shri Jagat Prakash Nadda (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Jaggesh (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Jairam Ramesh (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Meghalaya,Shri James Pangsang Kongkal Sangma (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Javed Ali Khan (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Jayant Chaudhary (2022-28) (2022-2028),,214074707.7,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Assam,Shri Jogen Mohan (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Kerala,Shri Jose K. Mani (2024-30) (2024-2030),,122500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),,238513975.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri Kamal Haasan (2025-31) (2025-2031),,89248285.42,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Assam,Shri Kanad Purkayastha (2025-31) (2025-2031),,98000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Kapil Sibal (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Haryana,Shri Karamvir Singh Singh Boudh (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Haryana,Shri Kartikeya Sharma (2022-28) (2022-2028),,196000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Gujarat,Shri Kesridevsinh Jhala (2023-29) (2023-2029),,171500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Mizoram,Shri Khiangte Laltluangkima (2026-32) (2026-2032),,24500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Khiru Mahto (2022-28) (2022-2028),,235770091.8,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri L. K. Sudhish (2026-32) (2026-2032),,49356476.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Lahar Singh Siroya (2022-28) (2022-2028),,206278088.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Lingamaneni Ramesh (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri M. Nagaraja (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Rajasthan,Shri Madan Rathore (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttarakhand,Shri Mahendra Bhatt (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Madhya Pradesh,Shri Mahesh Kewat (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Mallikarjun Kharge (2026-32) (2026-2032),,49063957.11,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Manan Kumar Mishra (2024-28) (2024-2028),,235263957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Odisha,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Odisha,Shri Manmohan Samal (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Mansoor Ali Khan (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),,171296045.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Gujarat,Shri Mayankkumar Nayak (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Meda Raghunadha Reddy (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Milind Murli Deora (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Mithlesh Kumar (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Mohammed Nadimul Haque (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Rajasthan,Shri Mukul Wasnik (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Nagendra Ray (2023-29) (2023-2029),,171500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Delhi,Shri Narain Dass Gupta (2024-30) (2024-2030),,160837070.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),,147450000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttarakhand,Shri Naresh Bansal (2020-26) (2020-2026),,222043184.7,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Naveen Jain (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Rajasthan,Shri Neeraj Dangi (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Neeraj Shekhar (2020-26) (2020-2026),,236483662.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),,122500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Nitin Nabin (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri P. Chidambaram (2022-28) (2022-2028),,236312242.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Kerala,Shri P. P. Suneer (2024-30) (2024-2030),,122500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri P. Wilson (2025-31) (2025-2031),,89248285.42,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Assam,Shri Pabitra Margherita (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Paka Venkata Satyanarayana (2025-28) (2025-2028),,98000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Parth Ajit Pawar (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Shri Pawan Khera (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,178564551.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Praful Patel (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Prakash Chik Baraik (2026-29) (2026-2029),,49662892.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Assam,Shri Pramod Boro (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Rajasthan,Shri Pramod Tiwari (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri Praveen Chakravarthy (2026-28) (2026-2028),,49356476.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri R. Dharmar (2022-28) (2022-2028),,260812242.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri R. Girirajan (2022-28) (2022-2028),,236312242.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Punjab,Shri Raghav Chadha (2022-28) (2022-2028),,237229207.3,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Rajeev Kumar (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Chhattisgarh,Shri Rajeev Shukla (2022-28) (2022-2028),,271174394.2,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Gujarat,Shri Rajesh Parmanand Shukla (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tripura,Shri Rajib Bhattacharjee (2024-28) (2024-2028),,122500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Punjab,Shri Rajinder Gupta (2025-28) (2025-2028),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Madhya Pradesh,Shri Rajneesh Kumar Agrawal (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Ram Nath Thakur (2026-32) (2026-2032),,65673638.73,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Ramdas Bandu Athawale (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Ramji (2020-26) (2020-2026),,174518577.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Ramji Lal Suman (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Ramrao Sakharam Wadkute (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Rajasthan,Shri Randeep Singh Surjewala (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Telangana,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),,152732534.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Assam,Shri Rwngwra Narzary (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Ryaga Krishnaiah (2024-28) (2024-2028),,170413583.8,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri S Niranjan Reddy (2022-28) (2022-2028),,224621383.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Gujarat,Shri S. Jaishankar (2023-29) (2023-2029),,171500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri S. Kalyanasundaram (2022-28) (2022-2028),,239763792.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Puducherry,Shri S. Selvaganabathy (2021-27) (2021-2027),,292881856.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri S.R. Sivalingam (2025-31) (2025-2031),,89248285.42,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Goa,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),,171500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Jammu And Kashmir,Shri Sajjad Ahmad Kichloo (2025-31) (2025-2031),,73500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Samik Bhattacharya (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Shri Samirul Islam (2023-29) (2023-2029),,171500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Sana Sathish Babu (2026-32) (2026-2032),,49063978.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Kerala,Shri Sandosh Kumar P (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Haryana,Shri Sanjay Bhatia (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Sanjay Kumar Jha (2024-30) (2024-2030),,186200000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Sanjay Raut (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Sanjay Seth (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Delhi,Shri Sanjay Singh (2024-30) (2024-2030),,184466426.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Sanjay Yadav (2024-30) (2024-2030),,186200000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Punjab,Shri Sant Balbir Singh (2022-28) (2022-2028),,196359074.4,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Jammu And Kashmir,Shri Sat Paul Sharma (2025-31) (2025-2031),,73500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Satish Chandra Dubey (2022-28) (2022-2028),,235263957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Chandigarh,Shri Satnam Singh Sandhu (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,237168443.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Bihar,Shri Shivesh Kumar (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Haryana,Shri Subhash Barala (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Odisha,Shri Subhasish Khuntia (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Odisha,Shri Sujeet Kumar (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Surendra Singh Nagar (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Arunachal Pradesh,Shri Tai Tagak (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Madhya Pradesh,Shri Tarun Chugh (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Shri Tejveer Singh (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Assam,Shri Terash Gowalla (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Shri Tiruchi Siva (2026-32) (2026-2032),,49356476.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),,73500000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Bihar,Shri Upendra Kushwaha (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri V. Vijayendra Prasad (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Andhra Pradesh,Shri Vijay Chintakayala (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Andhra Pradesh,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Manipur,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Smt. Darshana Singh (2022-28) (2022-2028),,196994373.9,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Kerala,Smt. Jebi Mather Hisham (2022-28) (2022-2028),,220563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Chhattisgarh,Smt. Laxmi Verma (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Jharkhand,Smt. Mahua Maji (2022-28) (2022-2028),,232524001.2,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Smt. Mamata Thakur (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Maharashtra,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Madhya Pradesh,Smt. Maya Naroliya (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Smt. Nirmala Sitharaman (2022-28) (2022-2028),,215972051.5,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Kerala,Smt. P. T. Usha (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Chhattisgarh,Smt. Phulo Devi Netam (2026-32) (2026-2032),,49000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Tamil Nadu,Smt. Rajathi (2025-31) (2025-2031),,89248285.42,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Chhattisgarh,Smt. Ranjeet Ranjan (2022-28) (2022-2028),,246780257.9,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Haryana,Smt. Rekha Sharma (2024-28) (2024-2028),,98000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Telangana,Smt. Renuka Chowdhury (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Nagaland,Smt. S. Phangnon Konyak (2022-28) (2022-2028),,206563957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Smt. Sadhna Singh (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
West Bengal,Smt. Sagarika Ghose (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Uttar Pradesh,Smt. Seema Dwivedi (2020-26) (2020-2026),,173830159.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Rajasthan,Smt. Sonia Gandhi (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Karnataka,Smt. Sudha Murty (2024-30) (2024-2030),,147000000.0,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Nominated MP
Odisha,Smt. Sulata Deo (2022-28) (2022-2028),,196084721.4,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),,196063957.1,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,Elected MP
,,,33638482301.82,Rajya Sabha,Allocated Limit for Honble MPs (4).csv,
