state,constituency,mp_name,work_title,completion_date,work_status,house,source_file,election_type
Delhi,Constituency_64,MP_Name_64,DL/744/2022-2023/50344 - Construction of Electricity facility,2021-09-28,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_224,MP_Name_224,UP/973/2021-2022/51211 - Construction of Sanitation facility,2022-02-02,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_3,MP_Name_3,WB/517/2023-2024/50010 - Construction of Education facility,2021-10-17,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_80,MP_Name_80,MP/172/2023-2024/50436 - Construction of Sanitation facility,2021-10-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_211,MP_Name_211,MH/342/2022-2023/51142 - Construction of Sanitation facility,2021-11-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_69,MP_Name_69,DL/646/2023-2024/50373 - Construction of Drinking Water facility,2024-10-28,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_120,MP_Name_120,MH/872/2021-2022/50661 - Construction of Education facility,2024-03-11,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_215,MP_Name_215,UP/840/2023-2024/51165 - Construction of Roads facility,2021-02-25,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_42,MP_Name_42,WB/869/2023-2024/50224 - Construction of Drinking Water facility,2023-05-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_66,MP_Name_66,GJ/404/2022-2023/50356 - Construction of Electricity facility,2024-04-19,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_73,MP_Name_73,BR/750/2023-2024/50396 - Construction of Education facility,2023-12-13,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_183,MP_Name_183,BR/242/2022-2023/50990 - Construction of Electricity facility,2023-01-02,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_55,MP_Name_55,UP/568/2022-2023/50294 - Construction of Health facility,2022-05-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_240,MP_Name_240,DL/199/2023-2024/51304 - Construction of Drinking Water facility,2021-04-15,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_52,MP_Name_52,DL/364/2021-2022/50279 - Construction of Roads facility,2023-07-09,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_206,MP_Name_206,MH/908/2021-2022/51113 - Construction of Education facility,2022-04-19,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_182,MP_Name_182,RJ/316/2023-2024/50984 - Construction of Sanitation facility,2022-08-17,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_68,MP_Name_68,KA/271/2021-2022/50365 - Construction of Drinking Water facility,2023-08-18,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_102,MP_Name_102,RJ/326/2023-2024/50572 - Construction of Roads facility,2023-01-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_7,MP_Name_7,KA/593/2021-2022/50035 - Construction of Sanitation facility,2021-10-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_236,MP_Name_236,BR/313/2021-2022/51283 - Construction of Education facility,2022-09-30,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_140,MP_Name_140,MP/278/2022-2023/50757 - Construction of Education facility,2022-02-20,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_162,MP_Name_162,TN/929/2021-2022/50882 - Construction of Education facility,2024-03-15,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_60,MP_Name_60,WB/321/2021-2022/50322 - Construction of Electricity facility,2021-08-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_146,MP_Name_146,KA/713/2021-2022/50791 - Construction of Education facility,2021-05-07,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_229,MP_Name_229,WB/712/2023-2024/51240 - Construction of Electricity facility,2021-09-16,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_20,MP_Name_20,RJ/305/2021-2022/50107 - Construction of Drinking Water facility,2022-12-24,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_158,MP_Name_158,GJ/828/2022-2023/50864 - Construction of Drinking Water facility,2024-05-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_129,MP_Name_129,DL/691/2022-2023/50698 - Construction of Drinking Water facility,2024-01-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_98,MP_Name_98,BR/245/2021-2022/50542 - Construction of Education facility,2023-07-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_26,MP_Name_26,KA/497/2021-2022/50138 - Construction of Drinking Water facility,2022-05-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_216,MP_Name_216,BR/850/2023-2024/51171 - Construction of Electricity facility,2022-07-23,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_145,MP_Name_145,GJ/475/2023-2024/50789 - Construction of Education facility,2023-11-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_34,MP_Name_34,MP/434/2022-2023/50186 - Construction of Health facility,2021-01-16,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_143,MP_Name_143,GJ/915/2022-2023/50776 - Construction of Electricity facility,2022-11-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_242,MP_Name_242,MH/582/2022-2023/51316 - Construction of Education facility,2023-05-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_74,MP_Name_74,KA/607/2022-2023/50405 - Construction of Electricity facility,2022-04-27,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_61,MP_Name_61,TN/164/2021-2022/50329 - Construction of Drinking Water facility,2023-11-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_68,MP_Name_68,KA/638/2022-2023/50362 - Construction of Sanitation facility,2023-02-18,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_138,MP_Name_138,RJ/329/2022-2023/50745 - Construction of Drinking Water facility,2024-06-29,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_232,MP_Name_232,TN/939/2022-2023/51257 - Construction of Roads facility,2024-10-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_226,MP_Name_226,RJ/695/2022-2023/51218 - Construction of Roads facility,2022-01-20,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_180,MP_Name_180,GJ/798/2021-2022/50969 - Construction of Sanitation facility,2024-04-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_85,MP_Name_85,MH/895/2022-2023/50463 - Construction of Drinking Water facility,2021-04-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_24,MP_Name_24,BR/148/2022-2023/50126 - Construction of Sanitation facility,2023-06-14,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_119,MP_Name_119,MP/182/2022-2023/50656 - Construction of Education facility,2021-01-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_40,MP_Name_40,GJ/556/2021-2022/50214 - Construction of Education facility,2023-08-19,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_205,MP_Name_205,GJ/626/2021-2022/51110 - Construction of Drinking Water facility,2021-11-06,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_74,MP_Name_74,KA/733/2021-2022/50402 - Construction of Sanitation facility,2022-04-06,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_181,MP_Name_181,BR/787/2022-2023/50973 - Construction of Education facility,2023-01-03,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_105,MP_Name_105,BR/515/2022-2023/50588 - Construction of Education facility,2024-10-30,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_181,MP_Name_181,BR/740/2021-2022/50978 - Construction of Drinking Water facility,2024-06-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_233,MP_Name_233,KA/352/2022-2023/51267 - Construction of Health facility,2024-04-20,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_223,MP_Name_223,MP/361/2021-2022/51206 - Construction of Education facility,2021-06-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_19,MP_Name_19,TN/152/2021-2022/50100 - Construction of Education facility,2024-08-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_172,MP_Name_172,BR/596/2021-2022/50930 - Construction of Health facility,2024-01-29,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_14,MP_Name_14,MP/689/2021-2022/50073 - Construction of Roads facility,2022-01-20,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_212,MP_Name_212,BR/881/2021-2022/51147 - Construction of Health facility,2022-05-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_61,MP_Name_61,TN/120/2021-2022/50323 - Construction of Sanitation facility,2022-08-19,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_161,MP_Name_161,MP/680/2021-2022/50876 - Construction of Sanitation facility,2021-04-29,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_87,MP_Name_87,BR/842/2021-2022/50475 - Construction of Roads facility,2021-08-04,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_229,MP_Name_229,WB/179/2023-2024/51241 - Construction of Roads facility,2023-12-12,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_17,MP_Name_17,WB/336/2023-2024/50088 - Construction of Education facility,2023-09-29,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_34,MP_Name_34,MP/560/2021-2022/50189 - Construction of Sanitation facility,2024-01-17,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_156,MP_Name_156,KA/798/2021-2022/50848 - Construction of Education facility,2024-01-01,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_95,MP_Name_95,WB/310/2022-2023/50526 - Construction of Health facility,2024-06-03,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_103,MP_Name_103,DL/174/2022-2023/50573 - Construction of Electricity facility,2024-11-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_50,MP_Name_50,DL/198/2023-2024/50268 - Construction of Drinking Water facility,2024-03-09,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_73,MP_Name_73,BR/230/2021-2022/50393 - Construction of Roads facility,2022-06-09,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_54,MP_Name_54,DL/173/2023-2024/50287 - Construction of Sanitation facility,2022-05-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_220,MP_Name_220,TN/739/2021-2022/51187 - Construction of Roads facility,2021-06-08,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_222,MP_Name_222,MH/581/2021-2022/51199 - Construction of Health facility,2024-05-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_186,MP_Name_186,UP/639/2022-2023/51004 - Construction of Electricity facility,2023-03-11,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_182,MP_Name_182,RJ/439/2022-2023/50982 - Construction of Sanitation facility,2022-01-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_74,MP_Name_74,KA/927/2023-2024/50404 - Construction of Education facility,2024-04-11,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_223,MP_Name_223,MP/982/2022-2023/51204 - Construction of Education facility,2021-06-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_205,MP_Name_205,GJ/913/2021-2022/51108 - Construction of Electricity facility,2023-11-13,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_148,MP_Name_148,MH/243/2021-2022/50807 - Construction of Drinking Water facility,2023-03-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_198,MP_Name_198,MH/426/2023-2024/51077 - Construction of Electricity facility,2022-02-16,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_224,MP_Name_224,UP/601/2023-2024/51209 - Construction of Roads facility,2024-05-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_196,MP_Name_196,UP/310/2023-2024/51069 - Construction of Health facility,2024-10-11,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_153,MP_Name_153,GJ/377/2021-2022/50834 - Construction of Electricity facility,2024-01-04,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_122,MP_Name_122,WB/813/2022-2023/50670 - Construction of Drinking Water facility,2022-07-13,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_192,MP_Name_192,DL/506/2022-2023/51042 - Construction of Health facility,2022-01-15,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_87,MP_Name_87,BR/269/2021-2022/50479 - Construction of Electricity facility,2024-12-31,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_90,MP_Name_90,BR/511/2021-2022/50497 - Construction of Electricity facility,2022-07-16,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_64,MP_Name_64,DL/441/2022-2023/50343 - Construction of Roads facility,2023-10-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_147,MP_Name_147,KA/417/2023-2024/50798 - Construction of Electricity facility,2021-09-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_50,MP_Name_50,DL/723/2021-2022/50269 - Construction of Education facility,2021-04-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_142,MP_Name_142,MH/376/2021-2022/50768 - Construction of Electricity facility,2021-08-14,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_132,MP_Name_132,MP/929/2021-2022/50715 - Construction of Sanitation facility,2022-05-14,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_43,MP_Name_43,DL/359/2022-2023/50228 - Construction of Electricity facility,2023-06-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_211,MP_Name_211,MH/919/2022-2023/51141 - Construction of Electricity facility,2022-10-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_240,MP_Name_240,DL/163/2022-2023/51305 - Construction of Electricity facility,2023-12-28,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_194,MP_Name_194,RJ/207/2021-2022/51053 - Construction of Roads facility,2022-11-29,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_190,MP_Name_190,BR/785/2023-2024/51034 - Construction of Roads facility,2024-03-05,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_183,MP_Name_183,BR/514/2023-2024/50989 - Construction of Sanitation facility,2023-09-09,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_137,MP_Name_137,DL/855/2023-2024/50734 - Construction of Health facility,2021-12-27,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_172,MP_Name_172,BR/434/2023-2024/50928 - Construction of Education facility,2022-05-26,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_65,MP_Name_65,TN/359/2022-2023/50350 - Construction of Sanitation facility,2022-11-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_11,MP_Name_11,UP/235/2021-2022/50057 - Construction of Health facility,2023-09-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_99,MP_Name_99,GJ/389/2023-2024/50545 - Construction of Roads facility,2022-03-09,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_28,MP_Name_28,KA/986/2022-2023/50151 - Construction of Health facility,2024-12-16,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_135,MP_Name_135,RJ/679/2022-2023/50728 - Construction of Sanitation facility,2022-09-27,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_126,MP_Name_126,DL/740/2021-2022/50685 - Construction of Education facility,2022-08-14,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_77,MP_Name_77,MH/699/2022-2023/50423 - Construction of Sanitation facility,2024-08-16,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_48,MP_Name_48,WB/748/2023-2024/50258 - Construction of Drinking Water facility,2021-12-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_77,MP_Name_77,MH/688/2021-2022/50420 - Construction of Drinking Water facility,2023-06-16,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_74,MP_Name_74,KA/841/2021-2022/50401 - Construction of Drinking Water facility,2021-02-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_196,MP_Name_196,UP/655/2021-2022/51065 - Construction of Sanitation facility,2024-04-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_94,MP_Name_94,MH/243/2023-2024/50521 - Construction of Education facility,2022-01-08,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_210,MP_Name_210,GJ/754/2023-2024/51129 - Construction of Drinking Water facility,2021-07-08,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_185,MP_Name_185,RJ/965/2023-2024/51002 - Construction of Electricity facility,2021-07-03,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_81,MP_Name_81,TN/391/2021-2022/50445 - Construction of Sanitation facility,2022-04-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_190,MP_Name_190,BR/582/2023-2024/51029 - Construction of Roads facility,2021-05-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_168,MP_Name_168,KA/766/2022-2023/50917 - Construction of Roads facility,2021-03-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_121,MP_Name_121,GJ/541/2021-2022/50665 - Construction of Health facility,2024-10-13,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_44,MP_Name_44,MH/425/2021-2022/50232 - Construction of Electricity facility,2023-12-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_27,MP_Name_27,RJ/184/2022-2023/50142 - Construction of Health facility,2021-02-01,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_18,MP_Name_18,WB/993/2023-2024/50095 - Construction of Roads facility,2021-06-17,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_76,MP_Name_76,MH/442/2021-2022/50415 - Construction of Health facility,2023-04-09,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_187,MP_Name_187,BR/874/2022-2023/51011 - Construction of Sanitation facility,2024-12-27,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_182,MP_Name_182,RJ/225/2022-2023/50983 - Construction of Sanitation facility,2024-05-20,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_6,MP_Name_6,MH/517/2022-2023/50030 - Construction of Health facility,2023-08-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_153,MP_Name_153,GJ/630/2022-2023/50836 - Construction of Roads facility,2022-03-06,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_82,MP_Name_82,KA/343/2022-2023/50453 - Construction of Health facility,2024-12-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_200,MP_Name_200,DL/901/2023-2024/51088 - Construction of Drinking Water facility,2023-12-13,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_140,MP_Name_140,MP/769/2022-2023/50755 - Construction of Health facility,2024-09-19,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_241,MP_Name_241,MP/210/2022-2023/51308 - Construction of Drinking Water facility,2021-05-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_103,MP_Name_103,DL/877/2022-2023/50577 - Construction of Drinking Water facility,2024-04-06,Completed,Rajya Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_186,MP_Name_186,UP/689/2023-2024/51009 - Construction of Sanitation facility,2024-06-15,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_91,MP_Name_91,KA/688/2021-2022/50503 - Construction of Education facility,2023-02-28,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_26,MP_Name_26,KA/958/2021-2022/50139 - Construction of Sanitation facility,2022-06-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_92,MP_Name_92,KA/993/2021-2022/50509 - Construction of Roads facility,2024-06-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_244,MP_Name_244,BR/689/2021-2022/51323 - Construction of Sanitation facility,2024-01-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_137,MP_Name_137,DL/861/2021-2022/50741 - Construction of Electricity facility,2021-02-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_181,MP_Name_181,BR/661/2021-2022/50977 - Construction of Health facility,2021-04-07,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_123,MP_Name_123,GJ/417/2021-2022/50677 - Construction of Health facility,2021-05-04,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_162,MP_Name_162,TN/294/2021-2022/50884 - Construction of Drinking Water facility,2023-09-13,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_225,MP_Name_225,GJ/195/2021-2022/51214 - Construction of Sanitation facility,2021-04-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_125,MP_Name_125,BR/897/2023-2024/50684 - Construction of Sanitation facility,2023-01-15,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_58,MP_Name_58,KA/669/2021-2022/50309 - Construction of Roads facility,2024-08-18,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_173,MP_Name_173,DL/436/2022-2023/50931 - Construction of Electricity facility,2021-01-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_187,MP_Name_187,BR/724/2023-2024/51015 - Construction of Roads facility,2021-11-03,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_117,MP_Name_117,BR/579/2021-2022/50647 - Construction of Health facility,2023-10-14,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_39,MP_Name_39,WB/994/2023-2024/50206 - Construction of Electricity facility,2024-07-23,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_75,MP_Name_75,MH/289/2023-2024/50411 - Construction of Education facility,2022-03-26,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_237,MP_Name_237,WB/339/2023-2024/51284 - Construction of Health facility,2021-06-12,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_154,MP_Name_154,KA/227/2022-2023/50843 - Construction of Sanitation facility,2023-12-24,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_132,MP_Name_132,MP/968/2022-2023/50717 - Construction of Education facility,2023-08-11,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_194,MP_Name_194,RJ/614/2021-2022/51057 - Construction of Health facility,2022-05-18,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_144,MP_Name_144,MP/949/2021-2022/50783 - Construction of Electricity facility,2022-05-30,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_50,MP_Name_50,DL/568/2022-2023/50271 - Construction of Electricity facility,2024-02-27,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_175,MP_Name_175,TN/866/2022-2023/50942 - Construction of Electricity facility,2021-10-06,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_110,MP_Name_110,MH/702/2021-2022/50612 - Construction of Electricity facility,2023-01-01,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_214,MP_Name_214,BR/686/2023-2024/51154 - Construction of Drinking Water facility,2023-07-21,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_119,MP_Name_119,MP/303/2023-2024/50659 - Construction of Drinking Water facility,2023-06-11,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_148,MP_Name_148,MH/727/2023-2024/50806 - Construction of Health facility,2023-10-22,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_158,MP_Name_158,GJ/941/2023-2024/50863 - Construction of Drinking Water facility,2023-07-15,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_241,MP_Name_241,MP/529/2023-2024/51311 - Construction of Drinking Water facility,2022-08-11,Completed,Rajya Sabha,Works Completed_2024.csv,
West Bengal,Constituency_3,MP_Name_3,WB/997/2022-2023/50012 - Construction of Roads facility,2024-02-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Gujarat,Constituency_66,MP_Name_66,GJ/965/2023-2024/50354 - Construction of Drinking Water facility,2022-03-26,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_160,MP_Name_160,RJ/299/2021-2022/50873 - Construction of Health facility,2021-12-26,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_169,MP_Name_169,BR/932/2021-2022/50920 - Construction of Electricity facility,2023-05-10,Completed,Rajya Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_106,MP_Name_106,TN/600/2021-2022/50594 - Construction of Drinking Water facility,2022-03-31,Completed,Rajya Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_140,MP_Name_140,MP/914/2023-2024/50758 - Construction of Education facility,2023-03-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_30,MP_Name_30,MH/163/2021-2022/50162 - Construction of Electricity facility,2021-10-22,Completed,Rajya Sabha,Works Completed_2024.csv,
Bihar,Constituency_98,MP_Name_98,BR/980/2023-2024/50543 - Construction of Health facility,2021-07-06,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_176,MP_Name_176,RJ/294/2021-2022/50951 - Construction of Electricity facility,2022-05-19,Completed,Rajya Sabha,Works Completed_2024.csv,
Karnataka,Constituency_193,MP_Name_193,KA/839/2021-2022/51049 - Construction of Sanitation facility,2022-03-02,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_130,MP_Name_130,RJ/370/2022-2023/50704 - Construction of Roads facility,2023-09-20,Completed,Rajya Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_207,MP_Name_207,RJ/858/2022-2023/51116 - Construction of Education facility,2021-10-25,Completed,Rajya Sabha,Works Completed_2024.csv,
Delhi,Constituency_192,MP_Name_192,DL/329/2021-2022/51040 - Construction of Drinking Water facility,2024-01-23,Completed,Rajya Sabha,Works Completed_2024.csv,
