project_id,work_title,work_category,state,district,constituency,mp_name,house,recommended_date,sanction_date,sanction_amount,work_status,total_expenditure,transaction_count,primary_vendor,is_completed,completion_date,project_name,delay_days,delay_days_filled,completion_duration_days,utilisation_percentage,expenditure_to_sanction_ratio,log_sanction_amount,log_expenditure,peer_median_sanction,peer_mean_sanction,peer_p90_sanction,peer_median_delay,peer_p90_delay,peer_median_util,peer_project_count,peer_sanction_percentile,peer_dev_ratio,anomaly_pred,anomaly_score,anomaly_flag,risk_level,priority_score,priority_rank,primary_reason,primary_type,anomaly_reasons_json
MH/688/2021-2022/50420,MH/688/2021-2022/50420 - Construction of Drinking Water facility,Drinking Water,Maharashtra,District_D,Constituency_77,MP_Name_77,Rajya Sabha,,2021-06-27,411972,Sanctioned,113736.0,1,Rural Works Dept,1,2023-06-16,2022/50420 - Construction of Drinking Water facility,,,719.0,27.61,0.2761,5.614868754054367,5.05590176883765,1135171.0,1137811.1066666667,1748959.2000000002,,,56.57,75,4.0,0.1344691689604219,-1,-0.0482,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0482""}]"
KA/631/2022-2023/50508,KA/631/2022-2023/50508 - Construction of Roads facility,Education,Karnataka,District_B,Constituency_92,MP_Name_92,Rajya Sabha,,2024-02-14,422813,Sanctioned,1039665.0,4,Shree Constructions,1,2023-11-02,2023/50508 - Construction of Roads facility,,,,245.89,2.4589,5.626149359009288,6.016893841554236,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,2.3,0.13952437866114792,-1,-0.0348,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 145.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 145.9%."", ""evidence"": ""Disbursed \u20b91,039,665 against Sanction \u20b9422,813""}]"
BR/883/2021-2022/50541,BR/883/2021-2022/50541 - Construction of Drinking Water facility,Electricity,Bihar,District_B,Constituency_98,MP_Name_98,Rajya Sabha,,2022-11-11,424782,Sanctioned,866496.0,3,State PWD,1,2022-07-30,2022/50541 - Construction of Drinking Water facility,,,,203.99,2.0399,5.6281671277675605,5.9377670634311235,1117370.0,1102279.8375,1659568.9000000004,,,55.370000000000005,80,1.2,0.13993017452536494,-1,-0.0,True,LOW,33,168,Cumulative expenditure exceeds original sanctioned allocation by 104.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 104.0%."", ""evidence"": ""Disbursed \u20b9866,496 against Sanction \u20b9424,782""}]"
GJ/204/2021-2022/50633,GJ/204/2021-2022/50633 - Construction of Health facility,Drinking Water,Gujarat,District_C,Constituency_114,MP_Name_114,Rajya Sabha,,2023-01-05,448019,Sanctioned,276260.0,1,National Infra Corp,1,2023-09-02,2022/50633 - Construction of Health facility,,,240.0,61.66,0.6166,5.651297401711899,5.441319579522818,1242857.0,1177384.8933333333,1760167.0,,,52.49,75,2.7,0.1336905971947616,-1,-0.003,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0030""}]"
GJ/541/2021-2022/50665,GJ/541/2021-2022/50665 - Construction of Health facility,Sanitation,Gujarat,District_A,Constituency_121,MP_Name_121,Rajya Sabha,,2023-07-11,609530,Sanctioned,1431122.0,4,Shree Constructions,1,2024-10-13,2022/50665 - Construction of Health facility,,,460.0,234.79,2.3479,5.784995798201446,6.155676961450659,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,23.1,0.21013530989271867,-1,-0.0205,True,MEDIUM,47,88,Cumulative expenditure exceeds original sanctioned allocation by 134.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 134.8%."", ""evidence"": ""Disbursed \u20b91,431,122 against Sanction \u20b9609,530""}]"
GJ/740/2021-2022/50970,GJ/740/2021-2022/50970 - Construction of Sanitation facility,Sanitation,Gujarat,District_A,Constituency_180,MP_Name_180,Rajya Sabha,,2021-05-14,404778,Sanctioned,713078.0,2,XYZ Builders,1,2023-11-27,2022/50970 - Construction of Sanitation facility,,,927.0,176.17,1.7617,5.6072179731482095,5.853137646771202,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,2.6,0.15022471097347745,-1,-0.0106,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 76.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 76.2%."", ""evidence"": ""Disbursed \u20b9713,078 against Sanction \u20b9404,778""}]"
BR/857/2023-2024/51014,BR/857/2023-2024/51014 - Construction of Education facility,Drinking Water,Bihar,District_E,Constituency_187,MP_Name_187,Rajya Sabha,,2023-06-29,407486,Sanctioned,435279.0,2,XYZ Builders,1,2024-07-07,2024/51014 - Construction of Education facility,,,374.0,106.82,1.0682,5.610113758061706,5.638768712897848,1198118.0,1118497.014925373,1647079.6,,,70.24,67,1.5,0.12713884856182345,-1,-0.0342,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0342""}]"
MH/945/2021-2022/3075,MH/945/2021-2022/3075 - Construction of Drinking Water facility,Health,Maharashtra,District_A,Constituency_373,MP_Name_373,Lok Sabha,,2023-06-01,407774,Sanctioned,1078742.0,4,State PWD,0,,2022/3075 - Construction of Drinking Water facility,,,,264.54,2.6454,5.610420596393411,6.032917990580752,1107496.0,1095947.4057971016,1678930.0000000002,,,58.35,69,2.9,0.13614785862445147,-1,-0.0715,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 164.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 164.5%."", ""evidence"": ""Disbursed \u20b91,078,742 against Sanction \u20b9407,774""}]"
WB/117/2023-2024/3078,WB/117/2023-2024/3078 - Construction of Sanitation facility,Health,West Bengal,District_A,Constituency_374,MP_Name_374,Lok Sabha,,2022-02-15,487328,Sanctioned,1242640.0,4,XYZ Builders,0,,2024/3078 - Construction of Sanitation facility,,,,254.99,2.5499,5.687822256169371,6.094345678731471,1105582.0,1130127.4382022473,1756545.4,,,58.46,89,10.1,0.15860027936500068,-1,-0.0233,True,MEDIUM,46,92,Cumulative expenditure exceeds original sanctioned allocation by 155.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 155.0%."", ""evidence"": ""Disbursed \u20b91,242,640 against Sanction \u20b9487,328""}]"
UP/142/2022-2023/3084,UP/142/2022-2023/3084 - Construction of Education facility,Education,Uttar Pradesh,District_C,Constituency_375,MP_Name_375,Lok Sabha,,2024-12-06,523739,Sanctioned,1193411.0,4,Global Infra Ltd,0,,2023/3084 - Construction of Education facility,,,,227.86,2.2786,5.7191157438764435,6.07679040044924,1268756.5,1190031.2741935484,1760134.5999999999,,,53.435,62,6.5,0.15007979385089476,-1,-0.0066,True,LOW,35,146,Cumulative expenditure exceeds original sanctioned allocation by 127.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 127.9%."", ""evidence"": ""Disbursed \u20b91,193,411 against Sanction \u20b9523,739""}]"
KA/617/2021-2022/3099,KA/617/2021-2022/3099 - Construction of Roads facility,Roads,Karnataka,District_E,Constituency_378,MP_Name_378,Lok Sabha,,2022-04-07,478119,Sanctioned,1344931.0,4,State PWD,0,,2022/3099 - Construction of Roads facility,,,,281.3,2.813,5.679536910832304,6.128700326887625,1109108.0,1150782.177777778,1788291.5,,,57.545,90,5.6,0.15566520469749492,-1,-0.0545,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 181.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 181.3%."", ""evidence"": ""Disbursed \u20b91,344,931 against Sanction \u20b9478,119""}]"
GJ/244/2022-2023/3105,GJ/244/2022-2023/3105 - Construction of Health facility,Sanitation,Gujarat,District_B,Constituency_379,MP_Name_379,Lok Sabha,,2024-05-01,408096,Sanctioned,451571.0,1,National Infra Corp,0,,2023/3105 - Construction of Health facility,,,,110.65,1.1065,5.610763402202248,5.654727005390912,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,3.8,0.15126446715884306,-1,-0.0029,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0029""}]"
GJ/559/2021-2022/3110,GJ/559/2021-2022/3110 - Construction of Drinking Water facility,Roads,Gujarat,District_B,Constituency_379,MP_Name_379,Lok Sabha,,2021-03-02,408271,Sanctioned,831369.0,3,Rural Works Dept,0,,2022/3110 - Construction of Drinking Water facility,,,,203.63,2.0363,5.610949596277469,5.919794348929485,1174136.5,1153484.2125,1739495.5,,,62.665,80,1.2,0.129599743612789,-1,-0.0379,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 103.6%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 103.6%."", ""evidence"": ""Disbursed \u20b9831,369 against Sanction \u20b9408,271""}]"
GJ/746/2022-2023/3132,GJ/746/2022-2023/3132 - Construction of Roads facility,Roads,Gujarat,District_C,Constituency_382,MP_Name_382,Lok Sabha,,2022-04-10,480723,Sanctioned,1177794.0,3,Rural Works Dept,0,,2023/3132 - Construction of Roads facility,,,,245.0,2.45,5.6818958046902805,6.071069706311533,1174136.5,1153484.2125,1739495.5,,,62.665,80,7.5,0.14904253840488016,-1,-0.0088,True,LOW,35,146,Cumulative expenditure exceeds original sanctioned allocation by 145.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 145.0%."", ""evidence"": ""Disbursed \u20b91,177,794 against Sanction \u20b9480,723""}]"
WB/915/2021-2022/3157,WB/915/2021-2022/3157 - Construction of Health facility,Roads,West Bengal,District_C,Constituency_386,MP_Name_386,Lok Sabha,,2022-04-18,558295,Sanctioned,1486859.0,4,XYZ Builders,0,,2022/3157 - Construction of Health facility,,,,266.32,2.6632,5.746864516290066,6.172270078078213,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,8.2,0.15574786219005463,-1,-0.0532,True,HIGH,57,42,Cumulative expenditure exceeds original sanctioned allocation by 166.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 166.3%."", ""evidence"": ""Disbursed \u20b91,486,859 against Sanction \u20b9558,295""}]"
GJ/909/2022-2023/3173,GJ/909/2022-2023/3173 - Construction of Drinking Water facility,Sanitation,Gujarat,District_D,Constituency_388,MP_Name_388,Lok Sabha,,2022-10-24,426762,Sanctioned,871909.0,3,XYZ Builders,0,,2023/3173 - Construction of Drinking Water facility,,,,204.31,2.0431,5.630186759411312,5.940471658647488,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,6.4,0.15706785629288295,-1,-0.0034,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 104.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 104.3%."", ""evidence"": ""Disbursed \u20b9871,909 against Sanction \u20b9426,762""}]"
MP/327/2022-2023/3211,MP/327/2022-2023/3211 - Construction of Roads facility,Electricity,Madhya Pradesh,District_A,Constituency_396,MP_Name_396,Lok Sabha,,2024-02-01,493873,Sanctioned,1385227.0,4,Rural Works Dept,0,,2023/3211 - Construction of Roads facility,,,,280.48,2.8048,5.693616163327475,6.141521261481663,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,14.3,0.17316332739127924,-1,-0.0586,True,HIGH,57,42,Cumulative expenditure exceeds original sanctioned allocation by 180.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 180.5%."", ""evidence"": ""Disbursed \u20b91,385,227 against Sanction \u20b9493,873""}]"
WB/972/2021-2022/3225,WB/972/2021-2022/3225 - Construction of Health facility,Roads,West Bengal,District_A,Constituency_399,MP_Name_399,Lok Sabha,,2022-01-11,435151,Sanctioned,1158006.0,4,Rural Works Dept,0,,2022/3225 - Construction of Health facility,,,,266.12,2.6612,5.6386409839216975,6.063711184652371,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,3.5,0.12587525247004208,-1,-0.0707,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 166.1%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 166.1%."", ""evidence"": ""Disbursed \u20b91,158,006 against Sanction \u20b9435,151""}]"
WB/616/2023-2024/3226,WB/616/2023-2024/3226 - Construction of Education facility,Roads,West Bengal,District_D,Constituency_399,MP_Name_399,Lok Sabha,,2021-03-25,478531,Sanctioned,1282946.0,4,State PWD,0,,2024/3226 - Construction of Education facility,,,,268.1,2.681,5.679910984868854,6.108208715546421,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,4.7,0.1366344692616152,-1,-0.0612,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 168.1%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 168.1%."", ""evidence"": ""Disbursed \u20b91,282,946 against Sanction \u20b9478,531""}]"
UP/834/2022-2023/3262,UP/834/2022-2023/3262 - Construction of Electricity facility,Roads,Uttar Pradesh,District_B,Constituency_405,MP_Name_405,Lok Sabha,,2021-06-07,435136,Sanctioned,1307471.0,4,XYZ Builders,0,,2023/3262 - Construction of Electricity facility,,,,300.47,3.0047,5.6386260132229316,6.116432397060764,1096583.0,1086257.2631578948,1739773.2,,,65.94,57,3.5,0.14513759067607462,-1,-0.0625,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 200.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 200.5%."", ""evidence"": ""Disbursed \u20b91,307,471 against Sanction \u20b9435,136""}]"
WB/340/2021-2022/3328,WB/340/2021-2022/3328 - Construction of Education facility,Sanitation,West Bengal,District_C,Constituency_419,MP_Name_419,Lok Sabha,,2024-10-17,419374,Sanctioned,258631.0,1,Shree Constructions,0,,2022/3328 - Construction of Education facility,,,,61.67,0.6167,5.6226025375130675,5.412682258222781,1279206.0,1176963.7719298245,1769295.0,,,53.89,57,1.8,0.1231455183987027,-1,-0.0446,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0446""}]"
TN/993/2021-2022/3453,TN/993/2021-2022/3453 - Construction of Electricity facility,Drinking Water,Tamil Nadu,District_D,Constituency_440,MP_Name_440,Lok Sabha,,2024-09-19,416855,Sanctioned,806302.0,3,National Infra Corp,0,,2022/3453 - Construction of Electricity facility,,,,193.43,1.9343,5.619986056878125,5.906498275675605,1128665.0,1160620.3294117646,1740200.0000000002,,,53.53,85,1.2,0.13650957173545217,-1,-0.0084,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 93.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 93.4%."", ""evidence"": ""Disbursed \u20b9806,302 against Sanction \u20b9416,855""}]"
TN/640/2023-2024/3454,TN/640/2023-2024/3454 - Construction of Drinking Water facility,Sanitation,Tamil Nadu,District_D,Constituency_440,MP_Name_440,Lok Sabha,,2024-01-25,446258,Sanctioned,142966.0,1,ABC Constructions,0,,2024/3454 - Construction of Drinking Water facility,,,,32.04,0.3204,5.649586987912233,5.155235804095712,1125948.0,1110292.626506024,1685270.5999999999,,,52.21,83,4.8,0.14499111551428512,-1,-0.0039,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0039""}]"
TN/956/2022-2023/3497,TN/956/2022-2023/3497 - Construction of Sanitation facility,Education,Tamil Nadu,District_C,Constituency_449,MP_Name_449,Lok Sabha,,2022-12-07,417859,Sanctioned,1363982.0,4,XYZ Builders,0,,2023/3497 - Construction of Sanitation facility,,,,326.42,3.2642,5.621030799928709,6.134808957525591,1128484.0,1172574.0898876404,1753703.6,,,56.04,89,1.1,0.1368104268221461,-1,-0.0958,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 226.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 226.4%."", ""evidence"": ""Disbursed \u20b91,363,982 against Sanction \u20b9417,859""}]"
GJ/182/2023-2024/3501,GJ/182/2023-2024/3501 - Construction of Education facility,Sanitation,Gujarat,District_D,Constituency_450,MP_Name_450,Lok Sabha,,2023-02-21,1829540,Sanctioned,235173.0,1,Rural Works Dept,0,,2024/3501 - Construction of Education facility,,,,12.85,0.1285,6.262342146467742,5.371389306006613,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,94.9,0.4575664785606732,-1,-0.0172,True,MEDIUM,63,34,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0172""}]"
GJ/414/2023-2024/3504,GJ/414/2023-2024/3504 - Construction of Roads facility,Education,Gujarat,District_D,Constituency_450,MP_Name_450,Lok Sabha,,2024-06-20,427379,Sanctioned,94205.0,1,Shree Constructions,0,,2024/3504 - Construction of Roads facility,,,,22.04,0.2204,5.630814194728213,4.974078563980868,1148461.0,1111989.7101449275,1672431.4,,,58.21,69,2.9,0.13739586830777586,-1,-0.0355,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0355""}]"
MH/437/2021-2022/3553,MH/437/2021-2022/3553 - Construction of Drinking Water facility,Health,Maharashtra,District_B,Constituency_460,MP_Name_460,Lok Sabha,,2022-05-13,501865,Sanctioned,1240038.0,4,Shree Constructions,0,,2022/3553 - Construction of Drinking Water facility,,,,247.09,2.4709,5.700587774457608,6.093435344209367,1107496.0,1095947.4057971016,1678930.0000000002,,,58.35,69,10.1,0.1623113064301789,-1,-0.0148,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 147.1%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 147.1%."", ""evidence"": ""Disbursed \u20b91,240,038 against Sanction \u20b9501,865""}]"
MH/450/2022-2023/3557,MH/450/2022-2023/3557 - Construction of Electricity facility,Health,Maharashtra,District_E,Constituency_461,MP_Name_461,Lok Sabha,,2023-01-20,435208,Sanctioned,1383319.0,4,Shree Constructions,0,,2023/3557 - Construction of Electricity facility,,,,317.85,3.1785,5.63869786787101,6.140922656001347,1107496.0,1095947.4057971016,1678930.0000000002,,,58.35,69,4.3,0.14394043925022926,-1,-0.0763,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 217.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 217.9%."", ""evidence"": ""Disbursed \u20b91,383,319 against Sanction \u20b9435,208""}]"
MP/231/2023-2024/3614,MP/231/2023-2024/3614 - Construction of Health facility,Roads,Madhya Pradesh,District_B,Constituency_470,MP_Name_470,Lok Sabha,,2022-02-06,1884781,Sanctioned,945085.0,3,XYZ Builders,0,,2024/3614 - Construction of Health facility,,,,50.14,0.5014,6.275261125538034,5.975471329806674,998153.5,1094128.1764705882,1700425.1,,,61.735,68,100.0,0.46063744142115626,-1,-0.019,True,MEDIUM,43,122,Sanction amount is higher than 100.0% of comparable Roads projects in Madhya Pradesh.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Roads projects in Madhya Pradesh."", ""evidence"": ""Project: \u20b91,884,781 | Peer Group Median: \u20b9998,154""}]"
KA/733/2023-2024/3625,KA/733/2023-2024/3625 - Construction of Education facility,Sanitation,Karnataka,District_B,Constituency_472,MP_Name_472,Lok Sabha,,2022-12-23,444081,Sanctioned,63382.0,1,BuildWell Pvt Ltd,0,,2024/3625 - Construction of Education facility,,,,14.27,0.1427,5.647463170248431,4.801972791064626,1152765.5,1147459.4803921569,1753699.5,,,59.095,102,2.0,0.14152220031417218,-1,-0.0275,True,MEDIUM,50,86,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0275""}]"
WB/152/2021-2022/3666,WB/152/2021-2022/3666 - Construction of Health facility,Electricity,West Bengal,District_E,Constituency_480,MP_Name_480,Lok Sabha,,2021-09-24,453673,Sanctioned,1630055.0,4,XYZ Builders,0,,2022/3666 - Construction of Health facility,,,,359.3,3.593,5.6567438906169425,6.212202524694277,1209789.5,1150222.711111111,1751913.6000000003,,,59.08,90,3.3,0.1383032040063883,-1,-0.0952,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 259.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 259.3%."", ""evidence"": ""Disbursed \u20b91,630,055 against Sanction \u20b9453,673""}]"
MH/214/2022-2023/3694,MH/214/2022-2023/3694 - Construction of Health facility,Electricity,Maharashtra,District_D,Constituency_486,MP_Name_486,Lok Sabha,,2021-05-30,400661,Sanctioned,727034.0,4,XYZ Builders,0,,2023/3694 - Construction of Health facility,,,,181.46,1.8146,5.602778154579209,5.8615553186183,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,1.5,0.14670681344731654,-1,-0.0131,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 81.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 81.5%."", ""evidence"": ""Disbursed \u20b9727,034 against Sanction \u20b9400,661""}]"
WB/495/2023-2024/3719,WB/495/2023-2024/3719 - Construction of Electricity facility,Sanitation,West Bengal,District_E,Constituency_490,MP_Name_490,Lok Sabha,,2022-09-16,425316,Sanctioned,946305.0,4,Global Infra Ltd,0,,2024/3719 - Construction of Electricity facility,,,,222.49,2.2249,5.62871274189258,5.976031593719606,1279206.0,1176963.7719298245,1769295.0,,,53.89,57,3.5,0.12466212321039931,-1,-0.0381,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 122.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 122.5%."", ""evidence"": ""Disbursed \u20b9946,305 against Sanction \u20b9425,316""}]"
