sr_no,state,ida,constituency,mp_name,work,work_category,sanction_date,sanction_amount,work_status
755,Uttar Pradesh,District_5,Constituency_21,MP_Name_21,Work_755,Drinking Water,16-10-2022,1171999,Sanctioned
756,Uttar Pradesh,District_6,Constituency_22,MP_Name_22,Work_756,Sanitation,02-10-2023,880227,Sanctioned
757,Maharashtra,District_7,Constituency_23,MP_Name_23,Work_757,Education,04-04-2023,1718807,Sanctioned
758,Karnataka,District_8,Constituency_24,MP_Name_24,Work_758,Drinking Water,29-06-2023,415643,Sanctioned
759,Tamil Nadu,District_9,Constituency_25,MP_Name_25,Work_759,Health,22-06-2021,1133883,Sanctioned
760,Karnataka,District_0,Constituency_26,MP_Name_26,Work_760,Electricity,08-07-2021,1000488,Sanctioned
761,Uttar Pradesh,District_1,Constituency_27,MP_Name_27,Work_761,Sanitation,12-12-2021,1808194,Sanctioned
762,Tamil Nadu,District_2,Constituency_28,MP_Name_28,Work_762,Drinking Water,21-08-2022,1605049,Sanctioned
763,Tamil Nadu,District_3,Constituency_29,MP_Name_29,Work_763,Drinking Water,11-11-2022,433927,Sanctioned
764,Maharashtra,District_4,Constituency_30,MP_Name_30,Work_764,Drinking Water,28-06-2021,1849195,Sanctioned
765,Maharashtra,District_5,Constituency_31,MP_Name_31,Work_765,Education,03-11-2023,1634036,Sanctioned
766,Karnataka,District_6,Constituency_32,MP_Name_32,Work_766,Health,27-04-2021,1742606,Sanctioned
767,Delhi,District_7,Constituency_33,MP_Name_33,Work_767,Roads,13-05-2022,437492,Sanctioned
768,Delhi,District_8,Constituency_34,MP_Name_34,Work_768,Roads,21-04-2022,1879878,Sanctioned
769,Gujarat,District_9,Constituency_35,MP_Name_35,Work_769,Electricity,25-04-2023,1606533,Sanctioned
770,Gujarat,District_0,Constituency_36,MP_Name_36,Work_770,Education,10-02-2023,1168205,Sanctioned
771,Tamil Nadu,District_1,Constituency_37,MP_Name_37,Work_771,Education,11-04-2022,707558,Sanctioned
772,Gujarat,District_2,Constituency_38,MP_Name_38,Work_772,Electricity,02-02-2022,1651121,Sanctioned
773,Karnataka,District_3,Constituency_39,MP_Name_39,Work_773,Education,21-11-2023,593573,Sanctioned
774,Delhi,District_4,Constituency_40,MP_Name_40,Work_774,Electricity,04-01-2022,722242,Sanctioned
775,Delhi,District_5,Constituency_41,MP_Name_41,Work_775,Electricity,17-12-2023,1641673,Sanctioned
776,Tamil Nadu,District_6,Constituency_42,MP_Name_42,Work_776,Electricity,18-04-2023,881377,Sanctioned
777,Uttar Pradesh,District_7,Constituency_43,MP_Name_43,Work_777,Drinking Water,01-08-2023,1231656,Sanctioned
778,Tamil Nadu,District_8,Constituency_44,MP_Name_44,Work_778,Roads,08-02-2022,505487,Sanctioned
779,Tamil Nadu,District_9,Constituency_45,MP_Name_45,Work_779,Roads,23-01-2021,1467877,Sanctioned
780,Karnataka,District_0,Constituency_46,MP_Name_46,Work_780,Drinking Water,09-07-2021,1673326,Sanctioned
781,Uttar Pradesh,District_1,Constituency_47,MP_Name_47,Work_781,Health,13-08-2022,1318005,Sanctioned
782,Gujarat,District_2,Constituency_48,MP_Name_48,Work_782,Roads,08-10-2021,1084398,Sanctioned
783,Delhi,District_3,Constituency_49,MP_Name_49,Work_783,Electricity,21-06-2021,946017,Sanctioned
784,Maharashtra,District_4,Constituency_50,MP_Name_50,Work_784,Drinking Water,28-09-2023,919972,Sanctioned
785,Karnataka,District_5,Constituency_51,MP_Name_51,Work_785,Sanitation,31-08-2021,1459748,Sanctioned
786,Delhi,District_6,Constituency_52,MP_Name_52,Work_786,Electricity,16-03-2023,965474,Sanctioned
787,Uttar Pradesh,District_7,Constituency_53,MP_Name_53,Work_787,Roads,10-08-2021,1082598,Sanctioned
788,Uttar Pradesh,District_8,Constituency_54,MP_Name_54,Work_788,Education,02-02-2022,1227128,Sanctioned
789,Karnataka,District_9,Constituency_55,MP_Name_55,Work_789,Health,04-10-2022,433129,Sanctioned
790,Tamil Nadu,District_0,Constituency_56,MP_Name_56,Work_790,Drinking Water,24-01-2021,1523621,Sanctioned
791,Karnataka,District_1,Constituency_57,MP_Name_57,Work_791,Drinking Water,12-08-2022,1697115,Sanctioned
792,Gujarat,District_2,Constituency_58,MP_Name_58,Work_792,Drinking Water,22-06-2021,1065492,Sanctioned
793,Delhi,District_3,Constituency_59,MP_Name_59,Work_793,Sanitation,05-04-2022,785320,Sanctioned
794,Tamil Nadu,District_4,Constituency_60,MP_Name_60,Work_794,Drinking Water,28-12-2021,490911,Sanctioned
795,Uttar Pradesh,District_5,Constituency_61,MP_Name_61,Work_795,Health,17-10-2021,548539,Sanctioned
796,Uttar Pradesh,District_6,Constituency_62,MP_Name_62,Work_796,Electricity,28-05-2021,1753411,Sanctioned
797,Delhi,District_7,Constituency_63,MP_Name_63,Work_797,Drinking Water,02-10-2022,820676,Sanctioned
798,Gujarat,District_8,Constituency_64,MP_Name_64,Work_798,Electricity,18-08-2023,687056,Sanctioned
799,Gujarat,District_9,Constituency_65,MP_Name_65,Work_799,Electricity,30-08-2021,1882371,Sanctioned
800,Uttar Pradesh,District_0,Constituency_66,MP_Name_66,Work_800,Health,19-10-2022,841795,Sanctioned
801,Maharashtra,District_1,Constituency_67,MP_Name_67,Work_801,Health,22-11-2022,1797169,Sanctioned
802,Karnataka,District_2,Constituency_68,MP_Name_68,Work_802,Education,21-11-2021,1159960,Sanctioned
803,Tamil Nadu,District_3,Constituency_69,MP_Name_69,Work_803,Drinking Water,23-06-2021,978193,Sanctioned
804,Tamil Nadu,District_4,Constituency_70,MP_Name_70,Work_804,Drinking Water,28-10-2022,744596,Sanctioned
805,Delhi,District_5,Constituency_71,MP_Name_71,Work_805,Sanitation,17-05-2022,1023211,Sanctioned
806,Delhi,District_6,Constituency_72,MP_Name_72,Work_806,Electricity,29-03-2023,732319,Sanctioned
807,Gujarat,District_7,Constituency_73,MP_Name_73,Work_807,Drinking Water,24-02-2022,781709,Sanctioned
808,Maharashtra,District_8,Constituency_74,MP_Name_74,Work_808,Roads,25-01-2023,1732445,Sanctioned
809,Karnataka,District_9,Constituency_75,MP_Name_75,Work_809,Health,08-11-2023,1277119,Sanctioned
810,Maharashtra,District_0,Constituency_76,MP_Name_76,Work_810,Sanitation,16-09-2023,1021842,Sanctioned
811,Maharashtra,District_1,Constituency_77,MP_Name_77,Work_811,Sanitation,27-11-2022,1495898,Sanctioned
812,Tamil Nadu,District_2,Constituency_78,MP_Name_78,Work_812,Drinking Water,06-09-2022,1131265,Sanctioned
813,Karnataka,District_3,Constituency_79,MP_Name_79,Work_813,Health,29-11-2021,1670803,Sanctioned
814,Maharashtra,District_4,Constituency_80,MP_Name_80,Work_814,Sanitation,14-04-2023,437229,Sanctioned
815,Gujarat,District_5,Constituency_81,MP_Name_81,Work_815,Roads,24-02-2022,728720,Sanctioned
816,Maharashtra,District_6,Constituency_82,MP_Name_82,Work_816,Education,29-08-2021,1158878,Sanctioned
817,Maharashtra,District_7,Constituency_83,MP_Name_83,Work_817,Health,17-01-2021,1216015,Sanctioned
818,Karnataka,District_8,Constituency_84,MP_Name_84,Work_818,Health,10-03-2023,897278,Sanctioned
819,Maharashtra,District_9,Constituency_85,MP_Name_85,Work_819,Sanitation,12-12-2021,1078062,Sanctioned
820,Delhi,District_0,Constituency_86,MP_Name_86,Work_820,Roads,03-04-2021,474185,Sanctioned
821,Maharashtra,District_1,Constituency_87,MP_Name_87,Work_821,Sanitation,20-02-2021,819409,Sanctioned
822,Gujarat,District_2,Constituency_88,MP_Name_88,Work_822,Sanitation,23-08-2022,1036889,Sanctioned
823,Delhi,District_3,Constituency_89,MP_Name_89,Work_823,Drinking Water,24-08-2023,716580,Sanctioned
824,Karnataka,District_4,Constituency_90,MP_Name_90,Work_824,Electricity,10-05-2023,918460,Sanctioned
825,Uttar Pradesh,District_5,Constituency_91,MP_Name_91,Work_825,Electricity,16-09-2023,974932,Sanctioned
826,Uttar Pradesh,District_6,Constituency_92,MP_Name_92,Work_826,Sanitation,29-06-2021,723737,Sanctioned
827,Maharashtra,District_7,Constituency_93,MP_Name_93,Work_827,Education,11-03-2022,1893171,Sanctioned
828,Karnataka,District_8,Constituency_94,MP_Name_94,Work_828,Health,25-05-2021,893144,Sanctioned
829,Gujarat,District_9,Constituency_95,MP_Name_95,Work_829,Health,03-07-2021,1876853,Sanctioned
830,Maharashtra,District_0,Constituency_96,MP_Name_96,Work_830,Electricity,13-04-2023,1843607,Sanctioned
831,Delhi,District_1,Constituency_97,MP_Name_97,Work_831,Education,27-07-2023,616502,Sanctioned
832,Gujarat,District_2,Constituency_98,MP_Name_98,Work_832,Education,13-04-2023,1887398,Sanctioned
833,Karnataka,District_3,Constituency_99,MP_Name_99,Work_833,Electricity,16-08-2021,1496476,Sanctioned
834,Gujarat,District_4,Constituency_100,MP_Name_100,Work_834,Education,16-09-2023,1848762,Sanctioned
835,Uttar Pradesh,District_5,Constituency_101,MP_Name_101,Work_835,Health,12-12-2021,695465,Sanctioned
836,Gujarat,District_6,Constituency_102,MP_Name_102,Work_836,Sanitation,23-11-2021,1568934,Sanctioned
837,Tamil Nadu,District_7,Constituency_103,MP_Name_103,Work_837,Education,19-12-2023,631740,Sanctioned
838,Karnataka,District_8,Constituency_104,MP_Name_104,Work_838,Roads,26-08-2023,1387406,Sanctioned
839,Uttar Pradesh,District_9,Constituency_105,MP_Name_105,Work_839,Sanitation,22-07-2021,840810,Sanctioned
840,Maharashtra,District_0,Constituency_106,MP_Name_106,Work_840,Electricity,26-05-2022,604147,Sanctioned
841,Karnataka,District_1,Constituency_107,MP_Name_107,Work_841,Electricity,21-04-2022,1451258,Sanctioned
842,Tamil Nadu,District_2,Constituency_108,MP_Name_108,Work_842,Education,17-07-2021,1509789,Sanctioned
843,Karnataka,District_3,Constituency_109,MP_Name_109,Work_843,Sanitation,30-01-2022,1536878,Sanctioned
844,Gujarat,District_4,Constituency_110,MP_Name_110,Work_844,Drinking Water,07-11-2023,1864003,Sanctioned
845,Gujarat,District_5,Constituency_111,MP_Name_111,Work_845,Health,10-09-2021,1004395,Sanctioned
846,Maharashtra,District_6,Constituency_112,MP_Name_112,Work_846,Drinking Water,13-05-2022,1324024,Sanctioned
847,Tamil Nadu,District_7,Constituency_113,MP_Name_113,Work_847,Electricity,22-04-2023,1766841,Sanctioned
848,Karnataka,District_8,Constituency_114,MP_Name_114,Work_848,Health,16-09-2022,1870674,Sanctioned
849,Tamil Nadu,District_9,Constituency_115,MP_Name_115,Work_849,Drinking Water,20-06-2023,1681133,Sanctioned
850,Delhi,District_0,Constituency_116,MP_Name_116,Work_850,Drinking Water,20-11-2021,1200951,Sanctioned
851,Gujarat,District_1,Constituency_117,MP_Name_117,Work_851,Drinking Water,18-08-2023,1761372,Sanctioned
852,Uttar Pradesh,District_2,Constituency_118,MP_Name_118,Work_852,Roads,15-01-2023,746982,Sanctioned
853,Gujarat,District_3,Constituency_119,MP_Name_119,Work_853,Roads,18-04-2022,1273638,Sanctioned
854,Uttar Pradesh,District_4,Constituency_120,MP_Name_120,Work_854,Roads,31-05-2022,1621085,Sanctioned
855,Uttar Pradesh,District_5,Constituency_121,MP_Name_121,Work_855,Sanitation,27-09-2023,833480,Sanctioned
856,Gujarat,District_6,Constituency_122,MP_Name_122,Work_856,Sanitation,18-03-2022,991295,Sanctioned
857,Uttar Pradesh,District_7,Constituency_123,MP_Name_123,Work_857,Electricity,25-12-2021,861803,Sanctioned
858,Maharashtra,District_8,Constituency_124,MP_Name_124,Work_858,Education,27-11-2021,1202138,Sanctioned
859,Delhi,District_9,Constituency_125,MP_Name_125,Work_859,Health,01-11-2022,1259175,Sanctioned
860,Tamil Nadu,District_0,Constituency_126,MP_Name_126,Work_860,Drinking Water,23-12-2023,1497416,Sanctioned
861,Gujarat,District_1,Constituency_127,MP_Name_127,Work_861,Electricity,16-08-2023,1660745,Sanctioned
862,Delhi,District_2,Constituency_128,MP_Name_128,Work_862,Drinking Water,19-11-2021,1110210,Sanctioned
863,Maharashtra,District_3,Constituency_129,MP_Name_129,Work_863,Education,05-11-2023,1482698,Sanctioned
864,Karnataka,District_4,Constituency_130,MP_Name_130,Work_864,Health,19-08-2021,1864458,Sanctioned
865,Delhi,District_5,Constituency_131,MP_Name_131,Work_865,Health,17-10-2021,1386022,Sanctioned
866,Maharashtra,District_6,Constituency_132,MP_Name_132,Work_866,Drinking Water,09-04-2021,1454270,Sanctioned
867,Uttar Pradesh,District_7,Constituency_133,MP_Name_133,Work_867,Education,04-05-2022,655628,Sanctioned
868,Gujarat,District_8,Constituency_134,MP_Name_134,Work_868,Health,28-02-2022,1813734,Sanctioned
869,Uttar Pradesh,District_9,Constituency_135,MP_Name_135,Work_869,Drinking Water,13-07-2021,1429878,Sanctioned
870,Maharashtra,District_0,Constituency_136,MP_Name_136,Work_870,Electricity,05-12-2023,542495,Sanctioned
871,Uttar Pradesh,District_1,Constituency_137,MP_Name_137,Work_871,Health,25-02-2021,1555761,Sanctioned
872,Maharashtra,District_2,Constituency_138,MP_Name_138,Work_872,Health,15-12-2021,1213926,Sanctioned
873,Tamil Nadu,District_3,Constituency_139,MP_Name_139,Work_873,Drinking Water,08-12-2022,1041321,Sanctioned
874,Maharashtra,District_4,Constituency_140,MP_Name_140,Work_874,Education,25-10-2022,544619,Sanctioned
875,Maharashtra,District_5,Constituency_141,MP_Name_141,Work_875,Health,28-07-2022,1854694,Sanctioned
876,Karnataka,District_6,Constituency_142,MP_Name_142,Work_876,Education,20-11-2021,1680807,Sanctioned
877,Tamil Nadu,District_7,Constituency_143,MP_Name_143,Work_877,Drinking Water,08-09-2023,612292,Sanctioned
878,Maharashtra,District_8,Constituency_144,MP_Name_144,Work_878,Drinking Water,25-11-2021,1047752,Sanctioned
879,Delhi,District_9,Constituency_145,MP_Name_145,Work_879,Education,17-07-2023,1898129,Sanctioned
880,Delhi,District_0,Constituency_146,MP_Name_146,Work_880,Roads,09-07-2023,791039,Sanctioned
881,Delhi,District_1,Constituency_147,MP_Name_147,Work_881,Drinking Water,31-01-2022,465151,Sanctioned
882,Uttar Pradesh,District_2,Constituency_148,MP_Name_148,Work_882,Electricity,14-11-2023,1174198,Sanctioned
883,Gujarat,District_3,Constituency_149,MP_Name_149,Work_883,Electricity,21-08-2023,1704866,Sanctioned
884,Tamil Nadu,District_4,Constituency_150,MP_Name_150,Work_884,Electricity,26-03-2021,1091883,Sanctioned
885,Karnataka,District_5,Constituency_151,MP_Name_151,Work_885,Electricity,29-05-2022,400087,Sanctioned
886,Maharashtra,District_6,Constituency_152,MP_Name_152,Work_886,Education,28-01-2022,446364,Sanctioned
887,Delhi,District_7,Constituency_153,MP_Name_153,Work_887,Drinking Water,02-05-2022,964756,Sanctioned
888,Uttar Pradesh,District_8,Constituency_154,MP_Name_154,Work_888,Roads,12-03-2023,820326,Sanctioned
889,Uttar Pradesh,District_9,Constituency_155,MP_Name_155,Work_889,Sanitation,21-10-2023,1699167,Sanctioned
890,Uttar Pradesh,District_0,Constituency_156,MP_Name_156,Work_890,Health,19-08-2023,1284101,Sanctioned
891,Gujarat,District_1,Constituency_157,MP_Name_157,Work_891,Electricity,27-05-2022,1759932,Sanctioned
892,Delhi,District_2,Constituency_158,MP_Name_158,Work_892,Roads,17-12-2023,1641178,Sanctioned
893,Maharashtra,District_3,Constituency_159,MP_Name_159,Work_893,Sanitation,18-12-2023,408929,Sanctioned
894,Delhi,District_4,Constituency_160,MP_Name_160,Work_894,Drinking Water,13-12-2022,556714,Sanctioned
895,Maharashtra,District_5,Constituency_161,MP_Name_161,Work_895,Drinking Water,02-02-2022,1606420,Sanctioned
896,Karnataka,District_6,Constituency_162,MP_Name_162,Work_896,Sanitation,06-02-2022,1185932,Sanctioned
897,Tamil Nadu,District_7,Constituency_163,MP_Name_163,Work_897,Drinking Water,13-09-2022,910382,Sanctioned
898,Tamil Nadu,District_8,Constituency_164,MP_Name_164,Work_898,Electricity,30-09-2023,473859,Sanctioned
899,Delhi,District_9,Constituency_165,MP_Name_165,Work_899,Drinking Water,15-02-2022,1574666,Sanctioned
900,Gujarat,District_0,Constituency_166,MP_Name_166,Work_900,Health,16-07-2023,403091,Sanctioned
901,Karnataka,District_1,Constituency_167,MP_Name_167,Work_901,Education,22-05-2023,865967,Sanctioned
902,Tamil Nadu,District_2,Constituency_168,MP_Name_168,Work_902,Drinking Water,03-10-2021,551287,Sanctioned
903,Tamil Nadu,District_3,Constituency_169,MP_Name_169,Work_903,Drinking Water,20-07-2023,930301,Sanctioned
904,Tamil Nadu,District_4,Constituency_170,MP_Name_170,Work_904,Education,10-02-2023,1134771,Sanctioned
905,Karnataka,District_5,Constituency_171,MP_Name_171,Work_905,Health,22-07-2021,1452558,Sanctioned
906,Gujarat,District_6,Constituency_172,MP_Name_172,Work_906,Electricity,24-12-2021,1867684,Sanctioned
907,Karnataka,District_7,Constituency_173,MP_Name_173,Work_907,Health,12-12-2023,1160538,Sanctioned
908,Uttar Pradesh,District_8,Constituency_174,MP_Name_174,Work_908,Sanitation,06-03-2021,928348,Sanctioned
909,Maharashtra,District_9,Constituency_175,MP_Name_175,Work_909,Education,01-07-2023,1191260,Sanctioned
910,Delhi,District_0,Constituency_176,MP_Name_176,Work_910,Electricity,08-04-2023,1266189,Sanctioned
911,Uttar Pradesh,District_1,Constituency_177,MP_Name_177,Work_911,Sanitation,16-01-2022,898387,Sanctioned
912,Karnataka,District_2,Constituency_178,MP_Name_178,Work_912,Sanitation,01-08-2022,513239,Sanctioned
913,Delhi,District_3,Constituency_179,MP_Name_179,Work_913,Drinking Water,18-09-2022,1746314,Sanctioned
914,Uttar Pradesh,District_4,Constituency_180,MP_Name_180,Work_914,Electricity,15-06-2022,1821133,Sanctioned
915,Karnataka,District_5,Constituency_181,MP_Name_181,Work_915,Health,27-09-2021,596802,Sanctioned
916,Uttar Pradesh,District_6,Constituency_182,MP_Name_182,Work_916,Education,15-08-2022,564984,Sanctioned
917,Delhi,District_7,Constituency_183,MP_Name_183,Work_917,Roads,08-04-2022,1679216,Sanctioned
918,Delhi,District_8,Constituency_184,MP_Name_184,Work_918,Sanitation,07-01-2022,1187591,Sanctioned
919,Tamil Nadu,District_9,Constituency_185,MP_Name_185,Work_919,Drinking Water,13-02-2021,967393,Sanctioned
920,Uttar Pradesh,District_0,Constituency_186,MP_Name_186,Work_920,Roads,19-07-2023,976179,Sanctioned
921,Delhi,District_1,Constituency_187,MP_Name_187,Work_921,Roads,28-05-2022,538999,Sanctioned
922,Gujarat,District_2,Constituency_188,MP_Name_188,Work_922,Roads,24-03-2023,581968,Sanctioned
923,Maharashtra,District_3,Constituency_189,MP_Name_189,Work_923,Education,14-06-2022,1054000,Sanctioned
924,Uttar Pradesh,District_4,Constituency_190,MP_Name_190,Work_924,Roads,14-09-2022,498847,Sanctioned
925,Delhi,District_5,Constituency_191,MP_Name_191,Work_925,Drinking Water,12-11-2023,727743,Sanctioned
926,Maharashtra,District_6,Constituency_192,MP_Name_192,Work_926,Education,27-02-2022,944253,Sanctioned
927,Delhi,District_7,Constituency_193,MP_Name_193,Work_927,Drinking Water,10-08-2021,1024359,Sanctioned
928,Tamil Nadu,District_8,Constituency_194,MP_Name_194,Work_928,Roads,08-09-2022,737242,Sanctioned
929,Maharashtra,District_9,Constituency_195,MP_Name_195,Work_929,Electricity,27-05-2022,1552328,Sanctioned
930,Gujarat,District_0,Constituency_196,MP_Name_196,Work_930,Roads,07-08-2023,441180,Sanctioned
931,Karnataka,District_1,Constituency_197,MP_Name_197,Work_931,Drinking Water,29-11-2021,1181384,Sanctioned
932,Tamil Nadu,District_2,Constituency_198,MP_Name_198,Work_932,Health,06-01-2021,921823,Sanctioned
933,Karnataka,District_3,Constituency_199,MP_Name_199,Work_933,Health,14-11-2022,1307346,Sanctioned
934,Tamil Nadu,District_4,Constituency_200,MP_Name_200,Work_934,Sanitation,21-04-2021,1425623,Sanctioned
935,Karnataka,District_5,Constituency_201,MP_Name_201,Work_935,Sanitation,29-10-2022,1177523,Sanctioned
936,Karnataka,District_6,Constituency_202,MP_Name_202,Work_936,Drinking Water,09-01-2021,1342032,Sanctioned
937,Uttar Pradesh,District_7,Constituency_203,MP_Name_203,Work_937,Electricity,23-05-2023,1794736,Sanctioned
938,Delhi,District_8,Constituency_204,MP_Name_204,Work_938,Health,23-05-2021,1025721,Sanctioned
939,Karnataka,District_9,Constituency_205,MP_Name_205,Work_939,Electricity,15-12-2021,1654935,Sanctioned
940,Maharashtra,District_0,Constituency_206,MP_Name_206,Work_940,Roads,14-11-2022,1188867,Sanctioned
941,Karnataka,District_1,Constituency_207,MP_Name_207,Work_941,Sanitation,01-06-2023,880260,Sanctioned
942,Uttar Pradesh,District_2,Constituency_208,MP_Name_208,Work_942,Drinking Water,16-09-2021,586485,Sanctioned
943,Tamil Nadu,District_3,Constituency_209,MP_Name_209,Work_943,Roads,28-04-2022,413182,Sanctioned
944,Tamil Nadu,District_4,Constituency_210,MP_Name_210,Work_944,Sanitation,17-06-2023,1267480,Sanctioned
945,Gujarat,District_5,Constituency_211,MP_Name_211,Work_945,Electricity,12-05-2022,1455083,Sanctioned
946,Karnataka,District_6,Constituency_212,MP_Name_212,Work_946,Health,04-12-2022,721690,Sanctioned
947,Gujarat,District_7,Constituency_213,MP_Name_213,Work_947,Education,28-05-2023,1130182,Sanctioned
948,Uttar Pradesh,District_8,Constituency_214,MP_Name_214,Work_948,Sanitation,25-03-2022,719921,Sanctioned
949,Tamil Nadu,District_9,Constituency_215,MP_Name_215,Work_949,Sanitation,30-04-2023,1333344,Sanctioned
950,Maharashtra,District_0,Constituency_216,MP_Name_216,Work_950,Health,14-12-2022,1598633,Sanctioned
951,Maharashtra,District_1,Constituency_217,MP_Name_217,Work_951,Education,27-08-2023,1138606,Sanctioned
952,Gujarat,District_2,Constituency_218,MP_Name_218,Work_952,Electricity,22-03-2022,1440223,Sanctioned
953,Gujarat,District_3,Constituency_219,MP_Name_219,Work_953,Health,18-12-2021,978565,Sanctioned
954,Maharashtra,District_4,Constituency_220,MP_Name_220,Work_954,Drinking Water,17-03-2022,434127,Sanctioned
955,Gujarat,District_5,Constituency_221,MP_Name_221,Work_955,Sanitation,26-09-2023,1116716,Sanctioned
956,Karnataka,District_6,Constituency_222,MP_Name_222,Work_956,Sanitation,06-02-2021,965956,Sanctioned
957,Gujarat,District_7,Constituency_223,MP_Name_223,Work_957,Electricity,30-05-2023,919454,Sanctioned
958,Uttar Pradesh,District_8,Constituency_224,MP_Name_224,Work_958,Sanitation,07-04-2023,963705,Sanctioned
959,Uttar Pradesh,District_9,Constituency_225,MP_Name_225,Work_959,Drinking Water,16-06-2021,1574396,Sanctioned
960,Karnataka,District_0,Constituency_226,MP_Name_226,Work_960,Education,03-12-2021,1617778,Sanctioned
961,Maharashtra,District_1,Constituency_227,MP_Name_227,Work_961,Education,05-05-2023,1568750,Sanctioned
962,Delhi,District_2,Constituency_228,MP_Name_228,Work_962,Drinking Water,01-12-2023,1223756,Sanctioned
963,Maharashtra,District_3,Constituency_229,MP_Name_229,Work_963,Roads,12-10-2023,1094299,Sanctioned
964,Maharashtra,District_4,Constituency_230,MP_Name_230,Work_964,Electricity,28-06-2023,1764808,Sanctioned
965,Tamil Nadu,District_5,Constituency_231,MP_Name_231,Work_965,Roads,29-05-2021,946477,Sanctioned
966,Gujarat,District_6,Constituency_232,MP_Name_232,Work_966,Health,01-08-2023,609013,Sanctioned
967,Karnataka,District_7,Constituency_233,MP_Name_233,Work_967,Roads,04-06-2021,1016602,Sanctioned
968,Uttar Pradesh,District_8,Constituency_234,MP_Name_234,Work_968,Health,26-11-2021,545602,Sanctioned
969,Maharashtra,District_9,Constituency_235,MP_Name_235,Work_969,Health,16-12-2022,1571517,Sanctioned
970,Uttar Pradesh,District_0,Constituency_236,MP_Name_236,Work_970,Drinking Water,29-12-2023,734186,Sanctioned
971,Karnataka,District_1,Constituency_237,MP_Name_237,Work_971,Roads,31-07-2022,1167938,Sanctioned
972,Uttar Pradesh,District_2,Constituency_238,MP_Name_238,Work_972,Education,06-08-2021,818558,Sanctioned
973,Gujarat,District_3,Constituency_239,MP_Name_239,Work_973,Drinking Water,18-06-2023,522948,Sanctioned
974,Karnataka,District_4,Constituency_240,MP_Name_240,Work_974,Roads,27-07-2023,1656228,Sanctioned
975,Delhi,District_5,Constituency_241,MP_Name_241,Work_975,Drinking Water,16-06-2021,1782262,Sanctioned
976,Delhi,District_6,Constituency_242,MP_Name_242,Work_976,Electricity,27-10-2021,1138874,Sanctioned
977,Uttar Pradesh,District_7,Constituency_243,MP_Name_243,Work_977,Sanitation,04-06-2021,429020,Sanctioned
978,Karnataka,District_8,Constituency_244,MP_Name_244,Work_978,Health,02-09-2022,944219,Sanctioned
979,Uttar Pradesh,District_9,Constituency_245,MP_Name_245,Work_979,Sanitation,22-11-2023,1443559,Sanctioned
