sr_no,state,constituency,mp_name,work,work_category,recommended_date,recommended_amount
642,Delhi,Constituency_116,MP_Name_116,DL/475/2022-2023/50642 - Construction of Electricity facility,Drinking Water,03-09-2024,1405394
643,Delhi,Constituency_116,MP_Name_116,DL/902/2023-2024/50643 - Construction of Roads facility,Roads,09-08-2022,968192
644,Delhi,Constituency_116,MP_Name_116,DL/227/2022-2023/50644 - Construction of Education facility,Electricity,06-07-2021,581317
645,Bihar,Constituency_117,MP_Name_117,BR/587/2022-2023/50645 - Construction of Drinking Water facility,Drinking Water,26-09-2022,1167724
646,Bihar,Constituency_117,MP_Name_117,BR/488/2022-2023/50646 - Construction of Health facility,Sanitation,22-04-2022,1489248
647,Bihar,Constituency_117,MP_Name_117,BR/579/2021-2022/50647 - Construction of Health facility,Roads,22-03-2021,950295
648,Bihar,Constituency_117,MP_Name_117,BR/415/2023-2024/50648 - Construction of Education facility,Electricity,26-05-2023,1580353
649,Bihar,Constituency_117,MP_Name_117,BR/987/2021-2022/50649 - Construction of Roads facility,Electricity,09-06-2021,630004
650,Bihar,Constituency_117,MP_Name_117,BR/866/2021-2022/50650 - Construction of Electricity facility,Roads,21-07-2021,1045879
651,Tamil Nadu,Constituency_118,MP_Name_118,TN/835/2021-2022/50651 - Construction of Sanitation facility,Sanitation,17-05-2024,708807
652,Tamil Nadu,Constituency_118,MP_Name_118,TN/639/2022-2023/50652 - Construction of Electricity facility,Sanitation,27-10-2021,1452672
653,Tamil Nadu,Constituency_118,MP_Name_118,TN/772/2021-2022/50653 - Construction of Roads facility,Health,17-07-2024,931572
654,Madhya Pradesh,Constituency_119,MP_Name_119,MP/572/2023-2024/50654 - Construction of Health facility,Roads,25-11-2023,806338
655,Madhya Pradesh,Constituency_119,MP_Name_119,MP/874/2022-2023/50655 - Construction of Sanitation facility,Health,20-04-2024,817166
656,Madhya Pradesh,Constituency_119,MP_Name_119,MP/182/2022-2023/50656 - Construction of Education facility,Health,07-11-2021,803164
657,Madhya Pradesh,Constituency_119,MP_Name_119,MP/678/2023-2024/50657 - Construction of Health facility,Drinking Water,28-11-2023,601768
658,Madhya Pradesh,Constituency_119,MP_Name_119,MP/185/2021-2022/50658 - Construction of Education facility,Drinking Water,17-08-2021,1223593
659,Madhya Pradesh,Constituency_119,MP_Name_119,MP/303/2023-2024/50659 - Construction of Drinking Water facility,Health,18-07-2024,1181776
660,Madhya Pradesh,Constituency_119,MP_Name_119,MP/561/2022-2023/50660 - Construction of Drinking Water facility,Health,16-10-2024,1494729
661,Maharashtra,Constituency_120,MP_Name_120,MH/872/2021-2022/50661 - Construction of Education facility,Drinking Water,10-01-2021,504408
662,Maharashtra,Constituency_120,MP_Name_120,MH/463/2023-2024/50662 - Construction of Electricity facility,Electricity,24-11-2024,887455
663,Maharashtra,Constituency_120,MP_Name_120,MH/678/2022-2023/50663 - Construction of Sanitation facility,Roads,05-02-2024,1091000
664,Maharashtra,Constituency_120,MP_Name_120,MH/546/2023-2024/50664 - Construction of Health facility,Education,18-04-2023,1921072
665,Gujarat,Constituency_121,MP_Name_121,GJ/541/2021-2022/50665 - Construction of Health facility,Sanitation,27-06-2024,1575672
666,Gujarat,Constituency_121,MP_Name_121,GJ/788/2023-2024/50666 - Construction of Drinking Water facility,Health,08-05-2023,691876
667,Gujarat,Constituency_121,MP_Name_121,GJ/409/2023-2024/50667 - Construction of Drinking Water facility,Education,10-10-2023,672293
668,Gujarat,Constituency_121,MP_Name_121,GJ/824/2023-2024/50668 - Construction of Electricity facility,Electricity,17-07-2023,830902
669,Gujarat,Constituency_121,MP_Name_121,GJ/516/2022-2023/50669 - Construction of Health facility,Sanitation,07-06-2024,1809975
670,West Bengal,Constituency_122,MP_Name_122,WB/813/2022-2023/50670 - Construction of Drinking Water facility,Health,23-09-2024,868746
671,West Bengal,Constituency_122,MP_Name_122,WB/282/2021-2022/50671 - Construction of Drinking Water facility,Electricity,09-10-2024,1795261
672,West Bengal,Constituency_122,MP_Name_122,WB/693/2022-2023/50672 - Construction of Electricity facility,Roads,25-03-2023,1494407
673,Gujarat,Constituency_123,MP_Name_123,GJ/838/2023-2024/50673 - Construction of Roads facility,Drinking Water,11-03-2024,680806
674,Gujarat,Constituency_123,MP_Name_123,GJ/972/2021-2022/50674 - Construction of Health facility,Roads,31-07-2024,1118187
675,Gujarat,Constituency_123,MP_Name_123,GJ/606/2022-2023/50675 - Construction of Electricity facility,Health,08-01-2022,896633
676,Gujarat,Constituency_123,MP_Name_123,GJ/987/2022-2023/50676 - Construction of Sanitation facility,Health,14-09-2023,1552233
677,Gujarat,Constituency_123,MP_Name_123,GJ/417/2021-2022/50677 - Construction of Health facility,Drinking Water,12-04-2022,673275
678,Gujarat,Constituency_123,MP_Name_123,GJ/331/2023-2024/50678 - Construction of Electricity facility,Education,21-09-2021,1919999
679,Gujarat,Constituency_124,MP_Name_124,GJ/434/2022-2023/50679 - Construction of Electricity facility,Health,23-05-2021,640208
680,Gujarat,Constituency_124,MP_Name_124,GJ/548/2023-2024/50680 - Construction of Health facility,Health,15-12-2023,952407
681,Gujarat,Constituency_124,MP_Name_124,GJ/296/2023-2024/50681 - Construction of Roads facility,Sanitation,24-06-2023,1140263
682,Bihar,Constituency_125,MP_Name_125,BR/514/2022-2023/50682 - Construction of Drinking Water facility,Sanitation,13-09-2023,1833151
683,Bihar,Constituency_125,MP_Name_125,BR/692/2023-2024/50683 - Construction of Roads facility,Sanitation,17-08-2021,1485364
684,Bihar,Constituency_125,MP_Name_125,BR/897/2023-2024/50684 - Construction of Sanitation facility,Electricity,02-03-2021,1587187
685,Delhi,Constituency_126,MP_Name_126,DL/740/2021-2022/50685 - Construction of Education facility,Sanitation,21-09-2022,1091180
686,Delhi,Constituency_126,MP_Name_126,DL/635/2023-2024/50686 - Construction of Electricity facility,Drinking Water,05-04-2022,1109441
687,Delhi,Constituency_126,MP_Name_126,DL/156/2023-2024/50687 - Construction of Health facility,Roads,28-12-2021,1009612
688,Delhi,Constituency_126,MP_Name_126,DL/358/2022-2023/50688 - Construction of Health facility,Sanitation,01-05-2021,1550165
689,Delhi,Constituency_126,MP_Name_126,DL/474/2023-2024/50689 - Construction of Electricity facility,Sanitation,31-05-2022,1972433
690,West Bengal,Constituency_127,MP_Name_127,WB/981/2022-2023/50690 - Construction of Electricity facility,Health,26-03-2024,639984
691,West Bengal,Constituency_127,MP_Name_127,WB/786/2021-2022/50691 - Construction of Drinking Water facility,Electricity,18-02-2024,707553
692,West Bengal,Constituency_127,MP_Name_127,WB/439/2022-2023/50692 - Construction of Education facility,Drinking Water,25-07-2022,1335779
693,West Bengal,Constituency_127,MP_Name_127,WB/899/2021-2022/50693 - Construction of Health facility,Drinking Water,27-02-2021,991864
694,West Bengal,Constituency_127,MP_Name_127,WB/288/2023-2024/50694 - Construction of Education facility,Education,27-05-2022,1009621
695,Madhya Pradesh,Constituency_128,MP_Name_128,MP/767/2022-2023/50695 - Construction of Health facility,Education,31-01-2024,653837
696,Madhya Pradesh,Constituency_128,MP_Name_128,MP/174/2021-2022/50696 - Construction of Drinking Water facility,Roads,03-05-2021,1794950
697,Madhya Pradesh,Constituency_128,MP_Name_128,MP/974/2023-2024/50697 - Construction of Sanitation facility,Drinking Water,31-01-2023,1924586
698,Delhi,Constituency_129,MP_Name_129,DL/691/2022-2023/50698 - Construction of Drinking Water facility,Sanitation,25-05-2022,901776
699,Delhi,Constituency_129,MP_Name_129,DL/538/2022-2023/50699 - Construction of Health facility,Roads,23-04-2022,521629
700,Delhi,Constituency_129,MP_Name_129,DL/475/2021-2022/50700 - Construction of Sanitation facility,Roads,17-07-2023,640402
701,Rajasthan,Constituency_130,MP_Name_130,RJ/455/2022-2023/50701 - Construction of Electricity facility,Roads,11-03-2024,697587
702,Rajasthan,Constituency_130,MP_Name_130,RJ/600/2023-2024/50702 - Construction of Roads facility,Drinking Water,24-10-2021,822529
703,Rajasthan,Constituency_130,MP_Name_130,RJ/677/2021-2022/50703 - Construction of Sanitation facility,Health,16-07-2024,1355061
704,Rajasthan,Constituency_130,MP_Name_130,RJ/370/2022-2023/50704 - Construction of Roads facility,Roads,05-04-2022,846512
705,Rajasthan,Constituency_130,MP_Name_130,RJ/212/2023-2024/50705 - Construction of Drinking Water facility,Sanitation,20-08-2022,1159928
706,Tamil Nadu,Constituency_131,MP_Name_131,TN/732/2021-2022/50706 - Construction of Education facility,Drinking Water,07-05-2021,1622023
707,Tamil Nadu,Constituency_131,MP_Name_131,TN/994/2023-2024/50707 - Construction of Health facility,Roads,26-02-2023,983340
708,Tamil Nadu,Constituency_131,MP_Name_131,TN/658/2022-2023/50708 - Construction of Health facility,Drinking Water,29-10-2021,933949
709,Tamil Nadu,Constituency_131,MP_Name_131,TN/884/2022-2023/50709 - Construction of Roads facility,Roads,13-05-2022,704431
710,Tamil Nadu,Constituency_131,MP_Name_131,TN/694/2022-2023/50710 - Construction of Electricity facility,Roads,06-11-2022,1715301
711,Madhya Pradesh,Constituency_132,MP_Name_132,MP/517/2023-2024/50711 - Construction of Roads facility,Drinking Water,23-03-2024,1814607
712,Madhya Pradesh,Constituency_132,MP_Name_132,MP/852/2022-2023/50712 - Construction of Drinking Water facility,Electricity,02-02-2022,1506232
713,Madhya Pradesh,Constituency_132,MP_Name_132,MP/152/2022-2023/50713 - Construction of Sanitation facility,Electricity,29-04-2022,1023143
714,Madhya Pradesh,Constituency_132,MP_Name_132,MP/794/2021-2022/50714 - Construction of Education facility,Roads,16-05-2022,501833
715,Madhya Pradesh,Constituency_132,MP_Name_132,MP/929/2021-2022/50715 - Construction of Sanitation facility,Health,13-07-2023,601388
716,Madhya Pradesh,Constituency_132,MP_Name_132,MP/794/2021-2022/50716 - Construction of Sanitation facility,Health,17-09-2023,920637
717,Madhya Pradesh,Constituency_132,MP_Name_132,MP/968/2022-2023/50717 - Construction of Education facility,Education,19-08-2021,1001754
718,Madhya Pradesh,Constituency_132,MP_Name_132,MP/915/2023-2024/50718 - Construction of Education facility,Education,08-06-2024,545546
719,West Bengal,Constituency_133,MP_Name_133,WB/277/2022-2023/50719 - Construction of Sanitation facility,Education,04-06-2021,1978007
720,West Bengal,Constituency_133,MP_Name_133,WB/630/2021-2022/50720 - Construction of Roads facility,Electricity,29-09-2022,1791008
721,West Bengal,Constituency_133,MP_Name_133,WB/187/2022-2023/50721 - Construction of Drinking Water facility,Electricity,20-03-2022,827683
722,Rajasthan,Constituency_134,MP_Name_134,RJ/891/2022-2023/50722 - Construction of Drinking Water facility,Health,23-10-2022,1566482
723,Rajasthan,Constituency_134,MP_Name_134,RJ/264/2021-2022/50723 - Construction of Roads facility,Roads,24-09-2024,813550
724,Rajasthan,Constituency_134,MP_Name_134,RJ/116/2023-2024/50724 - Construction of Education facility,Health,13-08-2024,864671
725,Rajasthan,Constituency_134,MP_Name_134,RJ/111/2021-2022/50725 - Construction of Sanitation facility,Drinking Water,25-05-2022,1487155
726,Rajasthan,Constituency_135,MP_Name_135,RJ/279/2023-2024/50726 - Construction of Electricity facility,Sanitation,10-01-2022,1372973
727,Rajasthan,Constituency_135,MP_Name_135,RJ/681/2023-2024/50727 - Construction of Drinking Water facility,Drinking Water,12-02-2021,1016671
728,Rajasthan,Constituency_135,MP_Name_135,RJ/679/2022-2023/50728 - Construction of Sanitation facility,Education,31-10-2021,949422
729,Rajasthan,Constituency_135,MP_Name_135,RJ/556/2021-2022/50729 - Construction of Health facility,Health,26-10-2024,1563769
730,Rajasthan,Constituency_135,MP_Name_135,RJ/465/2021-2022/50730 - Construction of Education facility,Sanitation,20-05-2022,864349
731,Karnataka,Constituency_136,MP_Name_136,KA/166/2023-2024/50731 - Construction of Roads facility,Roads,10-06-2022,1251606
732,Karnataka,Constituency_136,MP_Name_136,KA/198/2021-2022/50732 - Construction of Roads facility,Sanitation,06-04-2021,904822
733,Karnataka,Constituency_136,MP_Name_136,KA/906/2023-2024/50733 - Construction of Education facility,Health,18-01-2022,1918580
734,Delhi,Constituency_137,MP_Name_137,DL/855/2023-2024/50734 - Construction of Health facility,Sanitation,03-05-2021,1211832
735,Delhi,Constituency_137,MP_Name_137,DL/610/2021-2022/50735 - Construction of Electricity facility,Electricity,22-02-2021,1186218
736,Delhi,Constituency_137,MP_Name_137,DL/732/2021-2022/50736 - Construction of Roads facility,Electricity,08-07-2024,899022
737,Delhi,Constituency_137,MP_Name_137,DL/811/2023-2024/50737 - Construction of Electricity facility,Sanitation,15-04-2022,1178848
738,Delhi,Constituency_137,MP_Name_137,DL/351/2022-2023/50738 - Construction of Roads facility,Electricity,28-08-2022,1592735
739,Delhi,Constituency_137,MP_Name_137,DL/750/2021-2022/50739 - Construction of Sanitation facility,Education,02-02-2023,994305
740,Delhi,Constituency_137,MP_Name_137,DL/882/2023-2024/50740 - Construction of Roads facility,Education,21-02-2023,1267202
741,Delhi,Constituency_137,MP_Name_137,DL/861/2021-2022/50741 - Construction of Electricity facility,Health,22-10-2022,1398876
742,Rajasthan,Constituency_138,MP_Name_138,RJ/149/2021-2022/50742 - Construction of Education facility,Sanitation,27-09-2023,539030
743,Rajasthan,Constituency_138,MP_Name_138,RJ/960/2023-2024/50743 - Construction of Drinking Water facility,Sanitation,27-03-2024,1372598
744,Rajasthan,Constituency_138,MP_Name_138,RJ/782/2023-2024/50744 - Construction of Electricity facility,Drinking Water,28-03-2022,557941
745,Rajasthan,Constituency_138,MP_Name_138,RJ/329/2022-2023/50745 - Construction of Drinking Water facility,Drinking Water,09-01-2023,1920473
746,Rajasthan,Constituency_138,MP_Name_138,RJ/965/2022-2023/50746 - Construction of Drinking Water facility,Roads,08-11-2022,1727114
747,Rajasthan,Constituency_138,MP_Name_138,RJ/159/2022-2023/50747 - Construction of Education facility,Health,14-12-2021,627743
748,Rajasthan,Constituency_138,MP_Name_138,RJ/341/2021-2022/50748 - Construction of Sanitation facility,Drinking Water,07-06-2021,1514283
749,Rajasthan,Constituency_138,MP_Name_138,RJ/465/2022-2023/50749 - Construction of Education facility,Electricity,21-02-2023,1485311
750,Gujarat,Constituency_139,MP_Name_139,GJ/421/2021-2022/50750 - Construction of Education facility,Education,03-02-2022,762660
751,Gujarat,Constituency_139,MP_Name_139,GJ/614/2022-2023/50751 - Construction of Health facility,Education,28-06-2021,1720677
752,Gujarat,Constituency_139,MP_Name_139,GJ/223/2023-2024/50752 - Construction of Drinking Water facility,Drinking Water,05-07-2024,1056097
753,Gujarat,Constituency_139,MP_Name_139,GJ/376/2023-2024/50753 - Construction of Roads facility,Roads,04-02-2024,1364005
754,Gujarat,Constituency_139,MP_Name_139,GJ/357/2023-2024/50754 - Construction of Health facility,Electricity,05-04-2021,884864
755,Madhya Pradesh,Constituency_140,MP_Name_140,MP/769/2022-2023/50755 - Construction of Health facility,Health,05-12-2021,1889940
756,Madhya Pradesh,Constituency_140,MP_Name_140,MP/998/2022-2023/50756 - Construction of Sanitation facility,Electricity,12-05-2023,784519
757,Madhya Pradesh,Constituency_140,MP_Name_140,MP/278/2022-2023/50757 - Construction of Education facility,Roads,15-05-2024,1738819
758,Madhya Pradesh,Constituency_140,MP_Name_140,MP/914/2023-2024/50758 - Construction of Education facility,Health,23-12-2023,1961770
759,Karnataka,Constituency_141,MP_Name_141,KA/518/2022-2023/50759 - Construction of Education facility,Sanitation,24-03-2022,1126947
760,Karnataka,Constituency_141,MP_Name_141,KA/242/2021-2022/50760 - Construction of Health facility,Sanitation,20-10-2024,920263
761,Karnataka,Constituency_141,MP_Name_141,KA/124/2022-2023/50761 - Construction of Education facility,Sanitation,18-06-2024,1918776
762,Karnataka,Constituency_141,MP_Name_141,KA/709/2021-2022/50762 - Construction of Education facility,Roads,10-04-2022,1255691
763,Karnataka,Constituency_141,MP_Name_141,KA/900/2021-2022/50763 - Construction of Health facility,Health,20-06-2023,1039432
764,Karnataka,Constituency_141,MP_Name_141,KA/513/2023-2024/50764 - Construction of Health facility,Education,22-01-2022,1310958
765,Karnataka,Constituency_141,MP_Name_141,KA/396/2021-2022/50765 - Construction of Drinking Water facility,Drinking Water,23-06-2021,1983688
766,Maharashtra,Constituency_142,MP_Name_142,MH/852/2021-2022/50766 - Construction of Sanitation facility,Roads,27-09-2023,1425605
767,Maharashtra,Constituency_142,MP_Name_142,MH/670/2023-2024/50767 - Construction of Education facility,Electricity,11-09-2024,1249511
768,Maharashtra,Constituency_142,MP_Name_142,MH/376/2021-2022/50768 - Construction of Electricity facility,Drinking Water,01-10-2022,1236294
769,Maharashtra,Constituency_142,MP_Name_142,MH/225/2022-2023/50769 - Construction of Health facility,Sanitation,07-11-2024,641687
770,Maharashtra,Constituency_142,MP_Name_142,MH/211/2023-2024/50770 - Construction of Health facility,Health,25-05-2023,1622094
771,Maharashtra,Constituency_142,MP_Name_142,MH/621/2022-2023/50771 - Construction of Sanitation facility,Electricity,29-06-2022,687438
772,Gujarat,Constituency_143,MP_Name_143,GJ/129/2022-2023/50772 - Construction of Drinking Water facility,Roads,13-05-2022,1332949
773,Gujarat,Constituency_143,MP_Name_143,GJ/935/2023-2024/50773 - Construction of Education facility,Health,26-10-2021,1664189
774,Gujarat,Constituency_143,MP_Name_143,GJ/347/2021-2022/50774 - Construction of Electricity facility,Education,09-09-2021,1718800
775,Gujarat,Constituency_143,MP_Name_143,GJ/353/2023-2024/50775 - Construction of Drinking Water facility,Electricity,25-11-2022,1024947
776,Gujarat,Constituency_143,MP_Name_143,GJ/915/2022-2023/50776 - Construction of Electricity facility,Sanitation,19-06-2024,1579935
777,Gujarat,Constituency_143,MP_Name_143,GJ/807/2021-2022/50777 - Construction of Sanitation facility,Electricity,12-01-2024,1865096
778,Gujarat,Constituency_143,MP_Name_143,GJ/929/2023-2024/50778 - Construction of Sanitation facility,Health,17-02-2022,1178815
779,Gujarat,Constituency_143,MP_Name_143,GJ/595/2023-2024/50779 - Construction of Sanitation facility,Sanitation,25-02-2023,1717545
780,Madhya Pradesh,Constituency_144,MP_Name_144,MP/609/2023-2024/50780 - Construction of Sanitation facility,Education,10-04-2021,997697
781,Madhya Pradesh,Constituency_144,MP_Name_144,MP/926/2022-2023/50781 - Construction of Sanitation facility,Electricity,17-03-2024,1734923
782,Madhya Pradesh,Constituency_144,MP_Name_144,MP/387/2023-2024/50782 - Construction of Sanitation facility,Roads,11-08-2024,1057262
783,Madhya Pradesh,Constituency_144,MP_Name_144,MP/949/2021-2022/50783 - Construction of Electricity facility,Drinking Water,18-05-2021,1529621
784,Gujarat,Constituency_145,MP_Name_145,GJ/676/2022-2023/50784 - Construction of Drinking Water facility,Sanitation,13-09-2024,1915420
785,Gujarat,Constituency_145,MP_Name_145,GJ/128/2021-2022/50785 - Construction of Health facility,Roads,21-11-2024,1480509
786,Gujarat,Constituency_145,MP_Name_145,GJ/166/2021-2022/50786 - Construction of Education facility,Health,04-12-2021,1960639
787,Gujarat,Constituency_145,MP_Name_145,GJ/232/2021-2022/50787 - Construction of Drinking Water facility,Health,05-03-2024,799768
788,Gujarat,Constituency_145,MP_Name_145,GJ/588/2021-2022/50788 - Construction of Electricity facility,Drinking Water,18-09-2023,1596111
789,Gujarat,Constituency_145,MP_Name_145,GJ/475/2023-2024/50789 - Construction of Education facility,Health,15-11-2021,1311288
790,Gujarat,Constituency_145,MP_Name_145,GJ/323/2021-2022/50790 - Construction of Drinking Water facility,Electricity,12-05-2021,1692600
791,Karnataka,Constituency_146,MP_Name_146,KA/713/2021-2022/50791 - Construction of Education facility,Health,13-03-2023,1415038
792,Karnataka,Constituency_146,MP_Name_146,KA/744/2021-2022/50792 - Construction of Education facility,Roads,19-11-2021,623646
793,Karnataka,Constituency_146,MP_Name_146,KA/237/2023-2024/50793 - Construction of Education facility,Drinking Water,28-03-2024,1694881
794,Karnataka,Constituency_146,MP_Name_146,KA/115/2021-2022/50794 - Construction of Drinking Water facility,Roads,27-05-2022,1693919
795,Karnataka,Constituency_146,MP_Name_146,KA/150/2021-2022/50795 - Construction of Roads facility,Health,24-12-2021,625257
796,Karnataka,Constituency_146,MP_Name_146,KA/534/2023-2024/50796 - Construction of Electricity facility,Sanitation,11-12-2021,1728283
797,Karnataka,Constituency_146,MP_Name_146,KA/433/2021-2022/50797 - Construction of Sanitation facility,Education,02-09-2023,1891569
798,Karnataka,Constituency_147,MP_Name_147,KA/417/2023-2024/50798 - Construction of Electricity facility,Health,28-01-2024,1265794
799,Karnataka,Constituency_147,MP_Name_147,KA/262/2021-2022/50799 - Construction of Drinking Water facility,Electricity,03-11-2021,853991
800,Karnataka,Constituency_147,MP_Name_147,KA/506/2022-2023/50800 - Construction of Drinking Water facility,Roads,03-11-2022,1960189
801,Karnataka,Constituency_147,MP_Name_147,KA/564/2022-2023/50801 - Construction of Health facility,Education,19-12-2022,1651108
802,Karnataka,Constituency_147,MP_Name_147,KA/736/2021-2022/50802 - Construction of Sanitation facility,Electricity,08-02-2024,1922709
803,Karnataka,Constituency_147,MP_Name_147,KA/903/2021-2022/50803 - Construction of Roads facility,Health,09-02-2021,716002
804,Maharashtra,Constituency_148,MP_Name_148,MH/261/2021-2022/50804 - Construction of Health facility,Sanitation,08-11-2024,1159509
805,Maharashtra,Constituency_148,MP_Name_148,MH/270/2021-2022/50805 - Construction of Education facility,Health,04-04-2024,719523
806,Maharashtra,Constituency_148,MP_Name_148,MH/727/2023-2024/50806 - Construction of Health facility,Health,09-11-2022,536945
807,Maharashtra,Constituency_148,MP_Name_148,MH/243/2021-2022/50807 - Construction of Drinking Water facility,Sanitation,13-10-2024,1044714
808,Maharashtra,Constituency_148,MP_Name_148,MH/886/2021-2022/50808 - Construction of Sanitation facility,Drinking Water,08-07-2024,1395288
809,Maharashtra,Constituency_148,MP_Name_148,MH/627/2021-2022/50809 - Construction of Health facility,Drinking Water,31-05-2024,756804
810,Maharashtra,Constituency_148,MP_Name_148,MH/582/2023-2024/50810 - Construction of Sanitation facility,Education,15-04-2022,659292
811,Maharashtra,Constituency_149,MP_Name_149,MH/501/2022-2023/50811 - Construction of Drinking Water facility,Drinking Water,29-04-2022,1690604
812,Maharashtra,Constituency_149,MP_Name_149,MH/615/2023-2024/50812 - Construction of Sanitation facility,Health,04-12-2024,1959481
813,Maharashtra,Constituency_149,MP_Name_149,MH/759/2023-2024/50813 - Construction of Roads facility,Health,27-09-2023,1738203
814,Maharashtra,Constituency_149,MP_Name_149,MH/168/2023-2024/50814 - Construction of Drinking Water facility,Sanitation,20-09-2024,1866541
815,Maharashtra,Constituency_149,MP_Name_149,MH/855/2021-2022/50815 - Construction of Drinking Water facility,Electricity,25-08-2023,1403750
816,Maharashtra,Constituency_149,MP_Name_149,MH/457/2022-2023/50816 - Construction of Education facility,Drinking Water,23-06-2024,1662292
817,Maharashtra,Constituency_149,MP_Name_149,MH/729/2022-2023/50817 - Construction of Electricity facility,Drinking Water,07-04-2024,1350750
818,Maharashtra,Constituency_149,MP_Name_149,MH/424/2021-2022/50818 - Construction of Education facility,Sanitation,13-11-2024,1237146
819,Uttar Pradesh,Constituency_150,MP_Name_150,UP/475/2023-2024/50819 - Construction of Drinking Water facility,Drinking Water,20-08-2022,779560
820,Uttar Pradesh,Constituency_150,MP_Name_150,UP/459/2023-2024/50820 - Construction of Roads facility,Electricity,06-02-2024,1229819
821,Uttar Pradesh,Constituency_150,MP_Name_150,UP/115/2023-2024/50821 - Construction of Roads facility,Roads,10-12-2022,1610003
822,Uttar Pradesh,Constituency_150,MP_Name_150,UP/987/2022-2023/50822 - Construction of Health facility,Education,06-08-2021,852267
823,Uttar Pradesh,Constituency_150,MP_Name_150,UP/724/2022-2023/50823 - Construction of Sanitation facility,Electricity,23-11-2023,533785
824,Uttar Pradesh,Constituency_150,MP_Name_150,UP/252/2023-2024/50824 - Construction of Sanitation facility,Drinking Water,15-09-2022,1289699
825,Bihar,Constituency_151,MP_Name_151,BR/558/2021-2022/50825 - Construction of Drinking Water facility,Education,05-04-2022,544954
826,Bihar,Constituency_151,MP_Name_151,BR/831/2023-2024/50826 - Construction of Electricity facility,Education,14-03-2023,1173145
827,Bihar,Constituency_151,MP_Name_151,BR/919/2023-2024/50827 - Construction of Drinking Water facility,Sanitation,15-03-2023,711566
828,Bihar,Constituency_151,MP_Name_151,BR/735/2021-2022/50828 - Construction of Drinking Water facility,Education,24-03-2021,1528360
829,Bihar,Constituency_151,MP_Name_151,BR/101/2021-2022/50829 - Construction of Sanitation facility,Electricity,16-08-2022,1967426
830,Rajasthan,Constituency_152,MP_Name_152,RJ/145/2021-2022/50830 - Construction of Education facility,Drinking Water,27-04-2022,1603999
831,Rajasthan,Constituency_152,MP_Name_152,RJ/515/2022-2023/50831 - Construction of Electricity facility,Education,07-02-2022,939565
832,Rajasthan,Constituency_152,MP_Name_152,RJ/599/2023-2024/50832 - Construction of Drinking Water facility,Roads,08-07-2023,902294
833,Gujarat,Constituency_153,MP_Name_153,GJ/794/2022-2023/50833 - Construction of Roads facility,Roads,30-09-2023,595943
834,Gujarat,Constituency_153,MP_Name_153,GJ/377/2021-2022/50834 - Construction of Electricity facility,Drinking Water,15-04-2021,1644484
835,Gujarat,Constituency_153,MP_Name_153,GJ/309/2022-2023/50835 - Construction of Education facility,Sanitation,24-03-2024,1791966
836,Gujarat,Constituency_153,MP_Name_153,GJ/630/2022-2023/50836 - Construction of Roads facility,Health,09-12-2023,1897217
837,Gujarat,Constituency_153,MP_Name_153,GJ/250/2022-2023/50837 - Construction of Electricity facility,Drinking Water,12-08-2021,1276141
838,Gujarat,Constituency_153,MP_Name_153,GJ/679/2021-2022/50838 - Construction of Drinking Water facility,Sanitation,27-01-2021,751641
839,Gujarat,Constituency_153,MP_Name_153,GJ/872/2022-2023/50839 - Construction of Education facility,Roads,17-06-2021,726173
840,Gujarat,Constituency_153,MP_Name_153,GJ/940/2021-2022/50840 - Construction of Electricity facility,Roads,02-08-2024,1137894
841,Karnataka,Constituency_154,MP_Name_154,KA/355/2023-2024/50841 - Construction of Education facility,Health,12-04-2023,1299144
842,Karnataka,Constituency_154,MP_Name_154,KA/809/2023-2024/50842 - Construction of Sanitation facility,Sanitation,05-12-2021,769799
843,Karnataka,Constituency_154,MP_Name_154,KA/227/2022-2023/50843 - Construction of Sanitation facility,Education,07-07-2022,803080
844,Karnataka,Constituency_154,MP_Name_154,KA/395/2023-2024/50844 - Construction of Health facility,Electricity,31-08-2024,1908894
845,Bihar,Constituency_155,MP_Name_155,BR/453/2021-2022/50845 - Construction of Electricity facility,Health,14-02-2023,512927
846,Bihar,Constituency_155,MP_Name_155,BR/474/2023-2024/50846 - Construction of Drinking Water facility,Electricity,26-12-2021,1378508
847,Bihar,Constituency_155,MP_Name_155,BR/273/2021-2022/50847 - Construction of Health facility,Electricity,28-01-2021,1207195
848,Karnataka,Constituency_156,MP_Name_156,KA/798/2021-2022/50848 - Construction of Education facility,Sanitation,27-09-2022,755522
849,Karnataka,Constituency_156,MP_Name_156,KA/623/2022-2023/50849 - Construction of Education facility,Roads,22-12-2022,1922039
850,Karnataka,Constituency_156,MP_Name_156,KA/538/2023-2024/50850 - Construction of Electricity facility,Roads,21-08-2024,1893050
851,Karnataka,Constituency_156,MP_Name_156,KA/950/2023-2024/50851 - Construction of Education facility,Electricity,28-08-2022,1894305
852,Karnataka,Constituency_156,MP_Name_156,KA/495/2022-2023/50852 - Construction of Education facility,Education,08-07-2022,683638
853,Karnataka,Constituency_156,MP_Name_156,KA/356/2021-2022/50853 - Construction of Electricity facility,Education,21-03-2022,1037924
854,Karnataka,Constituency_156,MP_Name_156,KA/727/2021-2022/50854 - Construction of Education facility,Education,06-05-2024,1516190
855,Karnataka,Constituency_156,MP_Name_156,KA/749/2021-2022/50855 - Construction of Education facility,Sanitation,12-11-2021,566234
